"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,,Average Journal Impact Factor Percentile,Normalized Eigenfactor
7336,JOURNAL OF WOOD SCIENCE,J WOOD SCI,1435-0211,"1,691",1.165,0.947,1.132,0.222,63,>10.0,8.7,0.001310,0.255,96.830,,59.914,0.14999
7336,MODERN PHYSICS LETTERS A,MOD PHYS LETT A,0217-7323,"3,885",1.165,1.100,0.992,0.446,287,8.8,>10.0,0.006330,0.319,87.800,,31.460,0.72535
7341,Applied Neuropsychology-Child,APPL NEUROPSYCH-CHIL,2162-2965,137,1.164,0.970,1.221,0.303,33,2.7,8.6,0.000550,0.370,93.940,,20.523,0.06365
7341,International Journal of Antennas and Propagation,INT J ANTENN PROPAG,1687-5869,"1,473",1.164,1.048,1.126,0.073,206,3.1,7.3,0.005250,0.307,96.120,,30.081,0.60229
7341,Journal of Veterinary Science,J VET SCI,1229-845X,"1,119",1.164,1.130,1.423,0.237,76,6.7,>10.0,0.001850,0.376,97.370,,64.338,0.21286
7341,World Journal of Pediatrics,WORLD J PEDIATR,1708-8569,607,1.164,1.086,1.202,0.257,70,4.9,9.6,0.001530,0.353,82.860,,30.992,0.17604
7345,E & M Ekonomie a Management,E M EKON MANAG,1212-3609,353,1.163,1.000,1.004,0.17,53,3.7,8.2,0.000230,0.067,100.000,,46.501,0.02676
7345,MICROELECTRONICS JOURNAL,MICROELECTRON J,0026-2692,"2,660",1.163,1.010,1.213,0.209,158,7.4,7.3,0.002740,0.219,99.370,,23.885,0.31441
7345,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0038-0121,"1,004",1.163,1.047,Not Available,0.087,23,10.0,9.3,0.001340,Not Available,100.000,,44.454,0.15402
7345,SOCIO-ECONOMIC PLANNING SCIENCES,SOCIO-ECON PLAN SCI,0038-0121,"1,004",1.163,1.047,Not Available,0.087,23,10.0,9.3,0.001340,Not Available,100.000,,44.454,0.15402
7345,Transport,TRANSPORT-VILNIUS,1648-4142,424,1.163,1.102,1.008,0.533,45,4.5,7.8,0.000630,0.178,95.560,,33.824,0.07270
7350,CLINICAL AND EXPERIMENTAL HYPERTENSION,CLIN EXP HYPERTENS,1064-1963,"1,422",1.162,1.117,1.077,0.237,114,8.6,9.0,0.001700,0.255,97.370,,13.832,0.19562
7350,ENTOMOLOGIA EXPERIMENTALIS ET APPLICATA,ENTOMOL EXP APPL,0013-8703,"5,042",1.162,1.102,1.536,0.211,128,>10.0,>10.0,0.004080,0.459,95.310,,54.301,0.46643
7350,International Journal of Cultural Policy,INT J CULT POLICY,1028-6632,480,1.162,0.897,0.943,0.07,43,7.8,8.7,0.000550,0.216,100.000,,85.897,0.06266
7350,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,J AGR ENVIRON ETHIC,1187-7863,837,1.162,0.829,1.372,0.067,60,7.4,8.8,0.001420,0.389,80.000,,62.025,0.16272
7350,JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,J AGR ENVIRON ETHIC,1187-7863,837,1.162,0.829,1.372,0.067,60,7.4,8.8,0.001420,0.389,80.000,,62.025,0.16272
7350,Journal of Choice Modelling,J CHOICE MODEL,1755-5345,284,1.162,1.027,Not Available,0.043,23,5.9,8.1,0.000710,Not Available,100.000,,61.239,0.08134
7350,NEMATOLOGY,NEMATOLOGY,1388-5545,"1,647",1.162,0.686,1.147,0.414,87,9.1,>10.0,0.001500,0.240,98.850,,55.521,0.17271
7357,ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY,ANN LIMNOL-INT J LIM,0003-4088,642,1.161,1.032,1.427,0.424,33,7.6,>10.0,0.000990,0.387,100.000,,32.500,0.11394
7357,DIAGNOSTIC CYTOPATHOLOGY,DIAGN CYTOPATHOL,8755-1039,"2,933",1.161,0.961,1.171,0.191,173,8.4,7.9,0.003130,0.244,86.130,,23.576,0.35936
7357,JOURNAL OF DRUG ISSUES,J DRUG ISSUES,0022-0426,"1,116",1.161,1.107,1.316,0.107,28,>10.0,>10.0,0.000820,0.421,100.000,,19.118,0.09459
7357,Marine Biology Research,MAR BIOL RES,1745-1000,"1,025",1.161,1.089,1.438,0.224,98,4.8,>10.0,0.002900,0.448,97.960,,33.352,0.32716
7357,Revista da Sociedade Brasileira de Medicina Tropical,REV SOC BRAS MED TRO,0037-8682,"2,206",1.161,1.062,1.142,0.277,137,7.2,7.2,0.003700,0.326,92.700,,35.563,0.42506
7362,ACTA PARASITOLOGICA,ACTA PARASITOL,1230-2821,"1,106",1.160,0.945,1.185,0.207,116,6.6,>10.0,0.001960,0.327,96.550,,23.611,0.22512
7362,BIOTECHNOLOGY AND BIOPROCESS ENGINEERING,BIOTECHNOL BIOPROC E,1226-8372,"2,008",1.160,1.097,1.251,0.103,97,6.3,8.5,0.002910,0.277,91.750,,19.688,0.33421
7362,DEATH STUDIES,DEATH STUD,0748-1187,"1,445",1.160,1.013,1.368,0.164,67,9.8,10.0,0.001790,0.428,98.510,,44.403,0.20559
7362,Ethnography,ETHNOGRAPHY,1466-1381,671,1.160,1.120,1.418,0.111,27,9.1,>10.0,0.001180,0.671,96.300,,57.289,0.13516
7362,Homeopathy,HOMEOPATHY,1475-4916,417,1.160,0.800,1.121,0.579,38,5.7,9.1,0.000430,0.172,97.370,,28.846,0.04912
7362,JOURNAL OF PLASMA PHYSICS,J PLASMA PHYS,0022-3778,"1,554",1.160,1.092,0.862,0.352,91,>10.0,>10.0,0.003210,0.381,100.000,,40.323,0.36777
7368,ACTA BIOCHIMICA POLONICA,ACTA BIOCHIM POL,0001-527X,"2,557",1.159,1.106,1.491,0.189,111,8.9,7.9,0.002900,0.343,73.870,,12.931,0.33361
7368,EUROPEAN JOURNAL OF INDUSTRIAL RELATIONS,EUR J IND RELAT,0959-6801,401,1.159,0.818,1.658,0.042,24,6.5,6.3,0.000930,0.580,100.000,,57.407,0.10626
7368,INTERNATIONAL JOURNAL OF PEDIATRIC OTORHINOLARYNGOLOGY,INT J PEDIATR OTORHI,0165-5876,"6,811",1.159,0.953,1.363,0.159,414,7.2,9.3,0.010830,0.372,90.100,,35.916,1.24430
7368,Journal of Hand Therapy,J HAND THER,0894-1130,"1,297",1.159,0.795,2.000,0.208,48,>10.0,9.6,0.001480,0.545,95.830,,32.568,0.17029
7368,MARINE GEORESOURCES & GEOTECHNOLOGY,MAR GEORESOUR GEOTEC,1064-119X,369,1.159,0.963,1.139,0.13,77,6.2,>10.0,0.000600,0.277,100.000,,48.165,0.06904
7368,METEOROLOGY AND ATMOSPHERIC PHYSICS,METEOROL ATMOS PHYS,0177-7971,"2,078",1.159,1.103,1.539,0.308,52,>10.0,>10.0,0.002210,0.540,98.080,,22.941,0.25321
7368,QUALITATIVE INQUIRY,QUAL INQ,1077-8004,"4,056",1.159,1.013,2.442,0.151,93,9.4,>10.0,0.004930,0.680,100.000,,60.938,0.56507
7375,GENE EXPRESSION PATTERNS,GENE EXPR PATTERNS,1567-133X,"1,362",1.158,1.158,1.201,0.206,34,9.6,>10.0,0.001520,0.452,100.000,,14.963,0.17463
7375,Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,0882-5963,"1,543",1.158,0.985,1.412,0.802,106,6.6,7.1,0.002400,0.385,94.340,,43.988,0.27603
7375,Journal of Pediatric Nursing-Nursing Care of Children & Families,J PEDIATR NURS,0882-5963,"1,543",1.158,0.985,1.412,0.802,106,6.6,7.1,0.002400,0.385,94.340,,43.988,0.27603
7375,PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH SECTION A-MATHEMATICS,P ROY SOC EDINB A,0308-2105,"1,710",1.158,1.150,1.343,0.186,59,>10.0,>10.0,0.005030,1.166,100.000,,75.689,0.57757
7375,Service Science,SERV SCI,2164-3962,278,1.158,0.895,Not Available,0.778,27,4.7,8.7,0.000460,Not Available,92.590,,27.267,0.05267
7375,Teachers and Teaching,TEACH TEACH,1354-0602,"1,015",1.158,1.059,1.447,0.241,54,7.7,>10.0,0.001210,0.355,100.000,,53.830,0.13901
7375,URBAN GEOGRAPHY,URBAN GEOGR,0272-3638,"1,348",1.158,1.008,1.896,0.727,55,7.5,8.5,0.003300,0.796,100.000,,39.599,0.37864
7382,ARCHIVES OF MECHANICS,ARCH MECH,0373-2029,527,1.157,1.078,1.061,0.087,23,>10.0,>10.0,0.000590,0.311,100.000,,44.008,0.06765
7382,MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,0364-765X,"3,409",1.157,1.035,1.724,0.25,76,>10.0,>10.0,0.005560,1.668,100.000,,52.225,0.64105
7384,Bulletin of the Polish Academy of Sciences-Technical Sciences,B POL ACAD SCI-TECH,0239-7528,992,1.156,0.782,1.238,0.34,103,4.3,7.6,0.001200,0.169,99.030,,54.706,0.13711
7384,ECONOMIC AND INDUSTRIAL DEMOCRACY,ECON IND DEMOCRACY,0143-831X,517,1.156,1.141,1.206,0.3,30,7.1,>10.0,0.001050,0.444,100.000,,53.704,0.12104
7384,INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING,INT J PARALLEL PROG,0885-7458,478,1.156,1.125,1.055,0.298,57,7.1,9.2,0.000790,0.303,100.000,,41.827,0.09067
7384,International Journal of Heritage Studies,INT J HERIT STUD,1352-7258,734,1.156,0.945,1.250,0.158,57,7.2,10.0,0.000670,0.204,100.000,,59.896,0.07688
7384,MAGAZINE OF CONCRETE RESEARCH,MAG CONCRETE RES,0024-9831,"2,299",1.156,0.812,1.325,0.263,99,>10.0,>10.0,0.002490,0.333,97.980,,36.632,0.28552
7384,MAGNESIUM RESEARCH,MAGNESIUM RES,0953-1424,603,1.156,1.000,1.406,0.0,19,9.0,>10.0,0.000460,0.319,78.950,,11.184,0.05315
7384,Medicina Oral Patologia Oral y Cirugia Bucal,MED ORAL PATOL ORAL,1698-6946,"2,054",1.156,1.066,1.417,0.194,108,5.9,7.6,0.003970,0.383,73.150,,30.556,0.45647
7384,THIRD WORLD QUARTERLY,THIRD WORLD Q,0143-6597,"2,500",1.156,0.996,1.642,0.376,125,8.2,7.6,0.005230,0.652,98.400,,46.364,0.60042
7392,ELECTRONICS LETTERS,ELECTRON LETT,0013-5194,"17,735",1.155,1.056,1.119,0.164,"1,051",>10.0,6.1,0.023610,0.346,99.900,,31.870,2.69908
7392,MATERIALS TECHNOLOGY,MATER TECHNOL,1066-7857,699,1.155,0.862,1.161,0.286,133,3.3,6.6,0.001180,0.194,94.740,,27.818,0.13508
7394,COMMUNITY MENTAL HEALTH JOURNAL,COMMUNITY MENT HLT J,0010-3853,"2,108",1.154,1.108,1.384,0.194,139,7.9,9.7,0.003320,0.418,97.840,,27.566,0.38075
7394,Chinese Geographical Science,CHINESE GEOGR SCI,1002-0063,777,1.154,1.038,1.297,0.147,68,5.4,9.8,0.001270,0.264,98.530,,24.236,0.14511
7394,PSYCHOLOGISCHE RUNDSCHAU,PSYCHOL RUNDSCH,0033-3042,215,1.154,0.808,1.000,1.154,13,9.1,8.3,0.000310,0.305,100.000,,46.124,0.03531
7397,Canadian Respiratory Journal,CAN RESPIR J,1198-2241,"1,006",1.153,1.122,1.594,0.044,90,6.7,8.1,0.001810,0.457,87.780,,7.627,0.20821
7397,IEEE Consumer Electronics Magazine,IEEE CONSUM ELECTR M,2162-2248,176,1.153,0.875,1.250,0.404,57,2.4,6.2,0.000600,0.347,100.000,,29.234,0.06875
7399,INDIAN PEDIATRICS,INDIAN PEDIATR,0019-6061,"2,567",1.152,0.914,1.224,0.566,129,8.4,7.7,0.003130,0.317,93.020,,28.512,0.35991
7400,Comparative Cytogenetics,COMP CYTOGENET,1993-0771,280,1.151,0.877,1.335,0.125,32,4.0,>10.0,0.000770,0.319,100.000,,13.473,0.08793
7400,ELEMENTARY SCHOOL JOURNAL,ELEM SCHOOL J,0013-5984,"1,719",1.151,1.113,1.893,0.276,29,>10.0,>10.0,0.001370,0.728,100.000,,53.404,0.15749
7400,JOURNAL OF URBAN AFFAIRS,J URBAN AFF,0735-2166,989,1.151,1.032,1.595,0.111,36,>10.0,>10.0,0.001740,0.699,100.000,,32.895,0.19981
7403,ANALYTICAL LETTERS,ANAL LETT,0003-2719,"3,323",1.150,1.038,1.043,0.292,250,8.3,7.6,0.003330,0.197,100.000,,25.658,0.38154
7403,Energy Sources Part B-Economics Planning and Policy,ENERG SOURCE PART B,1556-7249,486,1.150,0.900,1.193,0.115,156,5.0,8.8,0.000710,0.216,99.360,,27.717,0.08113
7403,KAOHSIUNG JOURNAL OF MEDICAL SCIENCES,KAOHSIUNG J MED SCI,1607-551X,"1,084",1.150,1.116,1.062,0.068,88,6.1,8.0,0.001740,0.243,95.450,,19.922,0.20016
7403,SEMINARS IN INTERVENTIONAL RADIOLOGY,SEMIN INTERVENT RAD,0739-9529,863,1.150,1.140,Not Available,0.02,51,6.4,8.3,0.001480,Not Available,23.530,,24.016,0.16952
7407,Clinical and Experimental Otorhinolaryngology,CLIN EXP OTORHINOLAR,1976-8710,500,1.149,1.082,1.028,0.167,60,4.7,>10.0,0.001220,0.293,90.000,,39.286,0.13991
7407,Indian Journal of Medical Microbiology,INDIAN J MED MICROBI,0255-0857,"1,300",1.149,1.032,1.213,0.138,94,6.9,8.5,0.001970,0.297,92.550,,8.940,0.22611
7407,MOUNTAIN RESEARCH AND DEVELOPMENT,MT RES DEV,0276-4741,"1,451",1.149,1.027,1.769,0.19,58,>10.0,7.3,0.001280,0.421,100.000,,22.614,0.14750
7407,Ostomy Wound Management,OSTOMY WOUND MANAG,0889-5899,"1,157",1.149,1.081,1.361,0.146,41,>10.0,9.4,0.000920,0.329,97.560,,29.695,0.10554
7411,JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE,J APPL ANIM WELF SCI,1088-8705,540,1.148,1.033,1.183,0.143,35,9.6,>10.0,0.000650,0.347,100.000,,63.603,0.07512
7411,Journal of Medical Biochemistry,J MED BIOCHEM,1452-8258,197,1.148,0.386,0.770,0.025,40,2.9,8.3,0.000290,0.092,100.000,,12.241,0.03292
7411,Journal of Vacation Marketing,J VACAT MARK,1356-7667,"1,090",1.148,1.019,Not Available,0.185,27,>10.0,9.9,0.000610,Not Available,92.590,,32.332,0.07054
7414,AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,AEU-INT J ELECTRON C,1434-8411,"1,506",1.147,0.993,1.070,0.237,207,4.5,7.9,0.002590,0.207,100.000,,28.194,0.29738
7414,Bundesgesundheitsblatt-Gesundheitsforschung-Gesundheitsschutz,BUNDESGESUNDHEITSBLA,1436-9990,"1,990",1.147,0.944,1.431,0.287,174,4.5,6.1,0.004010,0.342,98.850,,21.875,0.46062
7414,GENETICS AND MOLECULAR BIOLOGY,GENET MOL BIOL,1415-4757,"1,923",1.147,1.140,1.440,0.135,74,8.1,9.9,0.002610,0.376,87.840,,12.385,0.29945
7414,JOURNAL OF ECONOMIC THEORY,J ECON THEORY,0022-0531,"6,352",1.147,1.038,1.357,0.221,113,>10.0,>10.0,0.018360,2.089,100.000,,60.951,2.11002
7414,MICROSCOPY RESEARCH AND TECHNIQUE,MICROSC RES TECHNIQ,1059-910X,"4,509",1.147,1.055,1.235,0.161,143,>10.0,10.0,0.003990,0.335,95.100,,33.394,0.45625
7414,Primary Health Care Research and Development,PRIM HEALTH CARE RES,1463-4236,409,1.147,1.110,Not Available,0.232,56,4.6,8.2,0.001070,Not Available,92.860,,17.500,0.12250
7414,Tourist Studies,TOURIST STUD,1468-7976,458,1.147,0.941,Not Available,0.087,23,>10.0,>10.0,0.000580,Not Available,100.000,,38.889,0.06643
7421,COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,0264-3294,"2,053",1.146,1.042,1.939,0.55,20,>10.0,>10.0,0.001400,0.743,100.000,,19.453,0.16068
7421,COGNITIVE NEUROPSYCHOLOGY,COGN NEUROPSYCHOL,0264-3294,"2,053",1.146,1.042,1.939,0.55,20,>10.0,>10.0,0.001400,0.743,100.000,,19.453,0.16068
7421,JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,8755-7223,"1,242",1.146,1.024,1.586,0.266,64,7.8,6.4,0.001390,0.344,95.310,,50.442,0.15936
7421,JOURNAL OF PROFESSIONAL NURSING,J PROF NURS,8755-7223,"1,242",1.146,1.024,1.586,0.266,64,7.8,6.4,0.001390,0.344,95.310,,50.442,0.15936
7421,Journal of School Nursing,J SCH NURS,1059-8405,613,1.146,0.854,1.358,0.195,41,6.1,6.4,0.001200,0.383,82.930,,50.442,0.13808
7421,Journal of School Nursing,J SCH NURS,1059-8405,613,1.146,0.854,1.358,0.195,41,6.1,6.4,0.001200,0.383,82.930,,50.442,0.13808
7421,NUCLEAR DATA SHEETS,NUCL DATA SHEETS,0090-3752,"1,846",1.146,1.082,1.904,1.6,20,5.9,>10.0,0.006090,0.880,100.000,,27.500,0.69896
7428,AMERICAN HISTORICAL REVIEW,AM HIST REV,0002-8762,"1,971",1.145,1.132,2.075,0.913,23,>10.0,>10.0,0.003560,1.555,91.300,,97.126,0.40800
7428,ANNALS OF VASCULAR SURGERY,ANN VASC SURG,0890-5096,"3,817",1.145,1.056,1.217,0.281,278,6.1,8.6,0.008920,0.417,93.530,,19.753,1.02443
7428,Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,1359-1045,895,1.145,1.036,Not Available,0.178,45,7.9,10.0,0.001400,Not Available,95.560,,24.791,0.16082
7428,Clinical Child Psychology and Psychiatry,CLIN CHILD PSYCHOL P,1359-1045,895,1.145,1.036,Not Available,0.178,45,7.9,10.0,0.001400,Not Available,95.560,,24.791,0.16082
7428,DISABILITY & SOCIETY,DISABIL SOC,0968-7599,"1,835",1.145,0.751,1.519,0.187,75,8.5,8.0,0.002090,0.346,100.000,,52.641,0.23959
7428,Eksploatacja i Niezawodnosc-Maintenance and Reliability,EKSPLOAT NIEZAWODN,1507-2711,474,1.145,0.901,1.120,0.375,80,3.1,8.3,0.001250,0.259,100.000,,53.529,0.14282
7428,PHYSICS AND CHEMISTRY OF LIQUIDS,PHYS CHEM LIQ,0031-9104,850,1.145,0.687,0.943,0.215,65,8.7,>10.0,0.000630,0.131,100.000,,23.847,0.07220
7435,International Journal of Aerospace Engineering,INT J AEROSPACE ENG,1687-5966,237,1.144,1.022,Not Available,0.184,87,3.0,8.4,0.000730,Not Available,100.000,,62.903,0.08421
7435,JOURNAL OF POROUS MEDIA,J POROUS MEDIA,1091-028X,766,1.144,0.885,0.966,0.178,73,5.1,10.0,0.000900,0.141,100.000,,32.700,0.10331
7435,JOURNAL OF PROPULSION AND POWER,J PROPUL POWER,0748-4658,"4,356",1.144,0.955,1.271,0.192,151,>10.0,>10.0,0.004620,0.399,100.000,,62.903,0.53017
7435,Nuclear Engineering and Technology,NUCL ENG TECHNOL,1738-5733,892,1.144,1.061,1.094,0.277,141,4.9,9.9,0.003450,0.564,99.290,,56.061,0.39631
7435,Water Policy,WATER POLICY,1366-7017,"1,245",1.144,1.018,1.150,0.361,108,7.8,8.4,0.001550,0.284,98.150,,28.977,0.17768
7435,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,Z ANORG ALLG CHEM,0044-2313,"8,112",1.144,1.053,1.043,0.43,214,>10.0,8.4,0.006240,0.226,99.530,,25.000,0.71602
7441,English World-Wide,ENGL WORLD-WIDE,0172-8865,257,1.143,0.905,1.175,0.364,11,9.1,>10.0,0.000450,0.546,100.000,,71.154,0.05127
7441,Journal of Refugee Studies,J REFUG STUD,0951-6328,809,1.143,1.071,1.559,0.3,20,8.8,8.8,0.001100,0.533,100.000,,50.449,0.12593
7441,Journal of Vascular Surgery-Venous and Lymphatic Disorders,J VASC SURG-VENOUS L,2213-333X,265,1.143,0.944,1.450,0.299,67,2.6,8.3,0.001000,0.413,92.540,,18.705,0.11538
7441,Methodology-European Journal of Research Methods for the Behavioral and Social Sciences,METHODOLOGY-EUR,1614-1881,529,1.143,1.036,1.632,0.077,13,9.3,>10.0,0.001170,1.068,100.000,,39.482,0.13397
7441,Nursing Inquiry,NURS INQ,1320-7881,839,1.143,1.000,1.450,0.167,36,8.8,8.6,0.000880,0.362,83.330,,48.703,0.10100
7441,Nursing Inquiry,NURS INQ,1320-7881,839,1.143,1.000,1.450,0.167,36,8.8,8.6,0.000880,0.362,83.330,,48.703,0.10100
7441,ORTHOPEDICS,ORTHOPEDICS,0147-7447,"4,765",1.143,1.110,1.416,0.183,241,6.8,9.3,0.009820,0.476,95.440,,36.184,1.12819
7441,SOUTH AFRICAN JOURNAL OF WILDLIFE RESEARCH,S AFR J WILDL RES,0379-4369,445,1.143,1.143,0.893,Not Available,0,>10.0,Not Available,0.000360,0.297,Not Available,,41.670,0.04113
7441,South American Journal of Herpetology,S AM J HERPETOL,1808-9798,299,1.143,1.102,Not Available,0.125,24,5.9,>10.0,0.000690,Not Available,100.000,,54.908,0.07956
7441,Water Quality Exposure and Health,WATER QUAL EXPOS HEA,1876-1658,193,1.143,1.143,1.158,Not Available,0,3.4,Not Available,0.000440,0.222,Not Available,,27.841,0.05104
7451,GERIATRIC NURSING,GERIATR NURS,0197-4572,855,1.142,1.083,1.601,0.216,51,6.6,7.4,0.001410,0.412,90.200,,36.217,0.16216
7451,GERIATRIC NURSING,GERIATR NURS,0197-4572,855,1.142,1.083,1.601,0.216,51,6.6,7.4,0.001410,0.412,90.200,,36.217,0.16216
7451,GFF,GFF,1103-5897,711,1.142,0.975,1.200,0.395,38,9.8,>10.0,0.001040,0.382,92.110,,48.237,0.11991
7451,NUCLEAR ENGINEERING AND DESIGN,NUCL ENG DES,0029-5493,"9,340",1.142,0.884,1.262,0.176,460,8.5,9.9,0.016360,0.446,99.780,,53.030,1.87829
7451,PROCEEDINGS OF THE GEOLOGISTS ASSOCIATION,P GEOLOGIST ASSOC,0016-7878,"1,131",1.142,0.894,1.289,0.754,61,>10.0,>10.0,0.001460,0.372,100.000,,48.237,0.16769
7456,Canadian Journal of Urology,CAN J UROL,1195-9479,872,1.141,1.103,1.021,0.243,74,5.6,7.5,0.001750,0.281,95.950,,21.429,0.20138
7456,International Journal of Circumpolar Health,INT J CIRCUMPOL HEAL,1239-9736,922,1.141,0.953,0.935,0.333,45,6.8,7.6,0.001530,0.247,86.670,,25.462,0.17593
7456,International Journal of Circumpolar Health,INT J CIRCUMPOL HEAL,1239-9736,922,1.141,0.953,0.935,0.333,45,6.8,7.6,0.001530,0.247,86.670,,25.462,0.17593
7456,JOURNAL OF CONTEMPORARY ASIA,J CONTEMP ASIA,0047-2336,500,1.141,0.813,1.184,1.156,32,6.9,8.8,0.000950,0.435,90.630,,90.580,0.10925
7456,JOURNAL OF ENGINEERING MATERIALS AND TECHNOLOGY-TRANSACTIONS OF THE ASME,J ENG MATER-T ASME,0094-4289,"2,759",1.141,0.944,1.151,0.25,52,>10.0,>10.0,0.001270,0.326,100.000,,30.843,0.14586
7456,Magnetic Resonance in Medical Sciences,MAGN RESON MED SCI,1347-3182,606,1.141,0.871,1.422,0.264,53,6.0,8.4,0.001160,0.394,90.570,,23.228,0.13287
7462,ANALES DE PEDIATRIA,AN PEDIATR,1695-4033,827,1.140,0.876,0.903,0.426,68,5.4,7.1,0.001280,0.187,95.590,,27.686,0.14678
7462,International Journal of Computational Intelligence Systems,INT J COMPUT INT SYS,1875-6891,659,1.140,1.014,0.907,0.067,89,4.2,7.7,0.001660,0.220,100.000,,29.173,0.19070
7464,DESIGNED MONOMERS AND POLYMERS,DES MONOMERS POLYM,1385-772X,639,1.139,0.964,1.074,0.2,70,5.3,9.2,0.000820,0.184,100.000,,36.628,0.09395
7464,ECOLOGICAL MANAGEMENT & RESTORATION,ECOL MANAG RESTOR,1442-7001,622,1.139,1.097,Not Available,0.423,26,7.9,9.8,0.000970,Not Available,76.920,,27.778,0.11182
7464,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,0899-9457,674,1.139,1.038,1.200,0.265,34,8.4,8.3,0.001130,0.414,97.060,,33.305,0.13018
7464,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,PHYSIOL MOL PLANT P,0885-5765,"2,143",1.139,1.046,1.483,0.381,63,>10.0,10.0,0.001270,0.364,100.000,,41.274,0.14532
7464,PROTEIN JOURNAL,PROTEIN J,1572-3887,706,1.139,1.074,1.097,0.24,50,5.6,9.0,0.001510,0.310,98.000,,11.552,0.17305
7464,REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA,REV BRAS PARASITOL V,1984-2961,866,1.139,0.952,1.153,0.075,80,5.1,>10.0,0.001940,0.314,97.500,,41.850,0.22325
7464,Social Psychology of Education,SOC PSYCHOL EDUC,1381-2890,745,1.139,0.987,1.709,0.091,44,7.3,>10.0,0.001250,0.484,100.000,,33.621,0.14299
7464,Surgical Infections,SURG INFECT,1096-2964,"1,495",1.139,1.062,1.460,0.357,112,6.1,8.0,0.002910,0.421,82.140,,17.955,0.33432
7472,Bulletin of Mathematical Sciences,B MATH SCI,1664-3607,98,1.138,1.069,1.310,0.267,15,Not Available,>10.0,0.001240,1.214,100.000,,85.370,0.14258
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD B ECON STAT,0305-9049,"2,539",1.138,1.138,1.606,0.262,42,>10.0,>10.0,0.003350,1.095,100.000,,57.183,0.38499
7472,OXFORD BULLETIN OF ECONOMICS AND STATISTICS,OXFORD B ECON STAT,0305-9049,"2,539",1.138,1.138,1.606,0.262,42,>10.0,>10.0,0.003350,1.095,100.000,,57.183,0.38499
7475,EVALUATION AND PROGRAM PLANNING,EVAL PROGRAM PLANN,0149-7189,"1,727",1.137,0.976,1.437,0.208,101,9.6,8.8,0.001950,0.397,99.010,,57.813,0.22383
7475,VETERINARY RADIOLOGY & ULTRASOUND,VET RADIOL ULTRASOUN,1058-8183,"2,323",1.137,0.896,1.341,0.224,85,>10.0,9.7,0.002560,0.374,98.820,,62.132,0.29369
7477,JOURNAL OF POPULATION ECONOMICS,J POPUL ECON,0933-1433,"1,604",1.136,1.099,1.846,0.125,40,9.1,>10.0,0.005040,1.353,100.000,,50.380,0.57896
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,INT J HEALTH SERV,0020-7314,"1,111",1.135,1.067,1.215,0.273,44,>10.0,6.9,0.001560,0.507,97.730,,19.419,0.17929
7478,INTERNATIONAL JOURNAL OF HEALTH SERVICES,INT J HEALTH SERV,0020-7314,"1,111",1.135,1.067,1.215,0.273,44,>10.0,6.9,0.001560,0.507,97.730,,19.419,0.17929
7478,Image Analysis & Stereology,IMAGE ANAL STEREOL,1580-3139,280,1.135,1.108,1.216,0.188,16,8.0,8.8,0.000530,0.415,100.000,,42.844,0.06036
7478,Journal of Forensic and Legal Medicine,J FORENSIC LEG MED,1752-928X,"1,178",1.135,0.961,1.123,0.222,162,3.9,9.8,0.003450,0.346,93.210,,43.333,0.39612
7478,Journal of Renewable and Sustainable Energy,J RENEW SUSTAIN ENER,1941-7012,"1,781",1.135,0.940,1.276,0.344,212,3.6,6.2,0.004300,0.276,97.170,,20.573,0.49155
7478,OPTIMIZATION AND ENGINEERING,OPTIM ENG,1389-4420,672,1.135,1.054,1.524,0.179,39,7.7,>10.0,0.001400,0.578,100.000,,45.935,0.16044
