Accession,suppdata_id,Type,SRP,pi0,fp,rs,ud,Type_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,Type_pi0method_hist,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,Type_after_filter_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist
GSE117978,GSE117978_groupBvsgroupA.complete.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,0.9061922549637168,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9829591836734687,0.8930714675395526,15.600000000000001,291.3491020408161,5.1384615384617405
GSE86301,GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8651992393096557,0.637060300971017,41.45,681.3876609183193,122.70276516468948,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7593837657784009,0.586486878352907,41.45,598.0526847387796,249.54090909090928
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_salm_ko.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98888,GSE98888_DESeq2data.xlsx,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7836320900200868,0.6701506119224915,23.1,343.9361243098161,121.18426095560949,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6236906211936661,0.58556284704694594,23.1,273.73781364190006,264.8142857142858
GSE63707,GSE63707_DEXSeqResults_AretIR_30h_vs_IFMWT_30h.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE60191,GSE60191_RNA_halflives.xlsx.gz-sheet-Tabelle1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE68998,GSE68998_DiffExpDeseq2_mdx2_NOut_3.6.14.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.797453187595577,0.46673850872380573,31.200000000000003,472.73024960665805,150.56651883901486,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7685393258426966,0.446676231468197,31.200000000000003,455.5901123595505,178.53333333333342
GSE63707,GSE63707_DEXSeqResults_AretIR_72h_vs_IFMWT_72h.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-0,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9213660439006207,0.1588859725221366,78.15,1368.0903702858366,126.72447664758647,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8986218089788732,0.1375972670335927,78.15,1334.31859306228,167.51363636363635
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9045464798742349,0.18360008060950436,88.5,1520.9949059085259,177.44261645215852,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8779845255613044,0.1589012656206332,88.5,1476.3309797313332,233.68181818181824
GSE77077,GSE77077_HT_data_36hpf.xls.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE105064,GSE105064_Treat_vs_control_diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7463991871711719,0.5741398963404412,39.900000000000006,565.8452237944654,257.5763472280479,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6245217391304347,0.4910319124155602,39.900000000000006,473.4499304347825,455.788888888889
GSE63707,GSE63707_DEXSeqResults_salm_ko_vs_IFMWT_03d.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9035544034850186,0.21392991926479604,71.25,1223.1867737178438,144.4995738812986,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.857165470662727,0.1713885974116824,71.25,1160.3877559096666,225.58333333333326
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9151722285903775,0.12805476605404637,80.05000000000001,1391.9312010745346,140.97761590098798,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9012831616373415,0.11461780611833078,80.05000000000001,1370.8066246923142,166.58846153846184
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-2,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8972070703784277,0.20003587027054537,72,1227.379272277689,156.73163126434042,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8718501813903323,0.17676971506982,72,1192.6910481419745,201.0769230769231
GSE98091,GSE98091_siHOTAIR-vs-siNC.diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8720015367784455,0.26888254419936986,70.8,1173.016467274365,197.45783173932955,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8460377358490566,0.24644549763033174,70.8,1138.089962264151,244.79999999999995
GSE122483,GSE122483_ren_gene.description.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE103537,GSE103537_CD4low_GSE71645_diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9129436814879782,0.1390301887281392,92.75,1608.8350027021895,168.0443168715119,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8646957801766437,0.09099018733273863,92.75,1523.8101386162905,275.75
GSE79143,GSE79143_SNPCountsTable.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE106568,GSE106568_WT_vs_ibm1.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE113519,GSE113519_condition.DESeq2_results_allgenes.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9193588780201621,0.13094398925591608,90.2,1575.5972451509538,150.32514304606002,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.902,0.11421911421911422,90.2,1545.8476,186.20000000000005
GSE83736,GSE83736_DESeq2.Vav.KO.C_vs_Vav.WT.C.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8501300323929472,0.30171810161878415,62.050000000000004,1002.2608016896651,207.83785018509457,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7851524345123576,0.24392973033456417,62.050000000000004,925.6554626683441,322.6055555555554
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE99231,GSE99231_293_DESEQ2.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE83736,GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8870540071135015,0.32170721212863074,64,1078.6576726500177,154.82972428803737,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8438584316446912,0.28698664027709053,64,1026.1318528799445,225
GSE77044,GSE77044_comparison2.xls.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-2,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-0,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-2,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-3,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-4,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-5,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-6,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-7,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-8,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-9,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-10,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-11,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-12,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE58053,GSE58053_25mm-over-0mm.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE114336,GSE114336_Merkel_Keratinocytes_DEseq_RPKM.xlsx,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98082,GSE98082_E13_5_Tie2_Ino80_KO_DESeq2.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE58053,GSE58053_25mm-over-1mm.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE94017,GSE94017_ATO_versus_control_diff.xlsx,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE57397,GSE57397_degexp.KO-REC-REP1-RNA.vs.KO-HS-REP1-RNA.output_score.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE115266,GSE115266_Horvath01_DESeq2_Differential_Gene_Expression.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9095274151465639,0.19260708436936252,91.60000000000001,1582.9415133210796,173.12121004461073,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8859046737621471,0.17107786728039892,91.60000000000001,1541.8284942156406,224.14545454545464
GSE57397,GSE57397_degexp.KO-REC-REP2-RNA.vs.KO-HS-REP2-RNA.output_score.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE89004,GSE89004_ppGpp0_vs_H78_differential_all.xls.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9001181988458906,0.21438111795550768,38,649.885339566733,80.11687856742662,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8902589395807645,0.20568070519098924,38,642.766954377312,89
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Grain,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Grain,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Sharbati Root,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70093,GSE70093_Supplementary_file_1.xls.gz-sheet-Lalat Root,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE57397,GSE57397_degexp.WT-REC-REP1-RNA.vs.WT-HS-REP1-RNA.output_score.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE56346,GSE56346_wtNplus_vs_wtNminus_DESeq_output.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8857643874205118,0.22764760881916613,78.35000000000001,1318.5931553335447,191.98880320949456,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8424201458752515,0.18790849673202614,78.35000000000001,1254.068750157193,278.4611111111112
GSE48812,GSE48812_24h_PRECvsLNCAP.diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE43143,GSE43143_tooth_FPKM_DE.txt.gz-set-2,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE119325,GSE119325_day6vsday2_gene_description.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE57397,GSE57397_degexp.WT-REC-REP2-RNA.vs.WT-HS-REP2-RNA.output_score.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-0,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE109615,GSE109615_gene_description.txt.gz-set-3,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17 vs siCTRL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.78174986787693,0.5575987644522854,44.050000000000004,654.2855519195965,233.66099002546946,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6717094703049759,0.48512396694214877,44.050000000000004,562.1872411717495,409.05000000000007
GSE98871,GSE98871_DESeq_Lambert_data.xlsx-sheet-siDDX5-17+siREST vs siCTRL,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8493309367703812,0.403760140183621,64.5,1040.8550630121022,217.40046075563714,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7830670926517572,0.35330578512396693,64.5,959.6487220447285,339.5
GSE70141,GSE70141_Ax2_0H_1+2_ChdC_0H_1+2_DESeq.results.genenames.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7688007996643453,0.3816358870532274,29.8,435.2950127699523,170.27165851960626,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6904112626094668,0.31142660865582783,29.8,390.9108568894801,253.89090909090908
GSE78240,GSE78240_DESeq_Output.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.799943576999871,0.5902366837509215,39.300000000000004,597.3178689458036,186.74083441540085,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7031073446327681,0.5338015803336259,39.300000000000004,525.0102542372879,315.3000000000003
GSE97167,GSE97167_result_foldchange_deseq2.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7217463234290812,0.8152218508485508,15.8,216.66824629341016,115.73561373991214,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.5488117001828154,0.7569968902709907,15.8,164.75327239488118,246.7999999999999
GSE70141,GSE70141_Ax2_0H_1_2_Ax2_10H_1_2_DESeq.results.genenames.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.938577416563685,0.056194106977641836,74.55,1329.4479816916316,92.69562294275079,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9324884792626729,0.050031269543464665,74.55,1320.823306451613,102.54999999999995
GSE48812,GSE48812_6h_LNCAPvsPC3.diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE108435,GSE108435_gut_vs_liver.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.933199030131306,0.08774788882030495,39.25,695.9331767204214,53.382849393412926,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9180002238137869,0.07264425072644251,39.25,684.5986669091316,66.61363636363637
GSE119273,GSE119273_LR73_AC_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.6892221850437992,0.5914344632008446,37.6,492.38032899529014,322.13076685945737,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.5561697158427403,0.49369333858888453,37.6,397.3276449980537,570.1
GSE108106,GSE108106_DE_results_starved_vs_fed.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE95687,GSE95687_sleuthResults.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE70141,GSE70141_Ax2_10H_1_2_ChdC_12H_1_2_DESeq.results.genenames.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9127083001054891,0.1507685385000381,81.10000000000001,1406.392219632548,147.37214546192445,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8926637876553611,0.1316992866288641,81.10000000000001,1375.505630398146,185.28181818181838
GSE80354,GSE80354_Gata6_DEseq2_res.csv.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE111227,GSE111227_TruSeq.DESeq2_results.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortUP),anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs ATH (sortDOWN),anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE104590,GSE104590_DEGs_DualRNASeq_ATH-VDA.xlsx-sheet- (ATH&VDA) vs VDA (sortDOWN),anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA
GSE63836,GSE63836_C15Dx_versus_Untr.DESeq.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8638796903248035,0.41574743331377445,64.95,1066.0707318453237,194.44752554782144,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.793034630489111,0.3635537377868666,64.95,978.6443857550875,322.06111111111113
GSE111012,GSE111012_450_vs_Phi11.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.9511647542541748,0.8223934879444005,12.75,230.41966171807385,12.437738287729701,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8044354838709675,0.7899980075712293,12.75,194.8744959677419,58.892857142857224
GSE59980,GSE59980_RNA-seq_598-SKD.txt.gz-set-1,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE48812,GSE48812_6h_PRECvsLNCAP.diff.txt.gz,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,anti-conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE111012,GSE111012_450_vs_Phi80.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8199333947177003,0.698836759790195,18.650000000000002,290.54339841821707,77.81924970107019,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7582798353909466,0.6743500402036988,18.650000000000002,268.6964596707819,112.95769230769224
GSE100414,GSE100414_DN345_KK43_DESeq2.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8527383336055769,0.32463838782029764,40.95,663.473060461819,134.3635380547779,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7877657779277759,0.2689365901801135,40.95,612.921163516706,209.61666666666667
GSE102060,GSE102060_BPA_vs_Control.txt.gz,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8211802721157598,0.25344749745072126,26.200000000000003,408.7835394592252,108.40063207001435,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7407738095238094,0.17241379310344826,26.200000000000003,368.7572023809523,174.20000000000005
GSE123459,GSE123459_WTCvsWTV.xlsx,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.8531700526796215,0.3555919341815049,48.150000000000006,780.5226226939517,157.44502152197583,anti-conservative,NA,NA,NA,NA,NA,anti-conservative,0.7413695299837924,0.2584134615384615,48.150000000000006,678.2419145056724,319.1500000000003
