Accession,PDAT,suppdata_id,Type,pi0,SRP,fp,rs,ud,QCType,Type_after_filter,QCType_after_filter,SRP_after_filter,pi0_after_filter,fp_after_filter,rs_after_filter,ud_after_filter,SRP_pi0method_hist,pi0_pi0method_hist,fp_pi0method_hist,rs_pi0method_hist,ud_pi0method_hist,SRP_after_filter_pi0method_hist,pi0_after_filter_pi0method_hist,fp_after_filter_pi0method_hist,rs_after_filter_pi0method_hist,ud_after_filter_pi0method_hist,model,taxon,PubMedIds,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,citations,source,issn,total_cites,IF,impact_factor_without_journal_self_cites,5-year_impact_factor,immediacy_index,citable_items,cited_half-life,citing_half-life,eigenfactor_score,article_influence_score,%_articles_in_citable_items,average_journal_impact_factor_percentile,normalized_eigenfactor
GSE65328,2015-07-27,GSE65328_A17_6V.tab.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9181606271290308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Medicago truncatula,26401023,2015 Dec 8,2015 Sep 23,Proc Natl Acad Sci U S A,Horváth BDomonkos ÁKereszt ASzűcs AÁbrahám EAyaydin FBóka KChen YChen RMurray JDUdvardi MKKondorosi ÉKaló P,Kaló P,"Loss of the nodule-specific cysteine rich peptide, NCR169, abolishes symbiotic nitrogen fixation in the Medicago truncatula dnf7 mutant.",112,49,15232-7,English,7505876,0027-8424,1091-6490,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26401023150077711210.1073/pnas.1500777112PMC46790562640102326401023pmc-id: PMC4679056;,10.1073/pnas.1500777112,2015/09/25 06:002015/09/25 06:002016/05/04 06:00,NA,1,26,proceedings of the national academy of sciences of the united states of america,doi: 10.1073/pnas.1500777112,2015 Dec 8;112(49):15232-7,57,p natl acad sci usa,0027-8424,620027,9.661,9.373,10.414,1.819,3187,9.0,7.5,1.23581,4.724,100.000,94.531,141.73132
GSE65406,2016-01-15,GSE65406_control_vs_gld1_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9980807558488437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,26759963,2016,2016 Jan 13,Autophagy,Gomes LCOdedra DDikic IPohl C,Pohl C,Autophagy and modular restructuring of metabolism control germline tumor differentiation and proliferation in C. elegans.,12,3,529-46,English,101265188,1554-8627,1554-8635,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2675996310.1080/15548627.2015.1136771PMC48359622675996326759963pmc-id: PMC4835962;,10.1080/15548627.2015.1136771,2016/01/14 06:002016/01/14 06:002016/12/27 06:00,NA,1,9,autophagy,doi: 10.1080/15548627.2015.1136771,2016;12(3):529-46,13,autophagy,1554-8627,12494,8.593,7.947,11.019,2.905,148,4.8,6.4,0.03237,3.310,95.270,88.684,3.71521
GSE65406,2016-01-15,GSE65406_gld1_vs_tumorfast_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,26759963,2016,2016 Jan 13,Autophagy,Gomes LCOdedra DDikic IPohl C,Pohl C,Autophagy and modular restructuring of metabolism control germline tumor differentiation and proliferation in C. elegans.,12,3,529-46,English,101265188,1554-8627,1554-8635,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2675996310.1080/15548627.2015.1136771PMC48359622675996326759963pmc-id: PMC4835962;,10.1080/15548627.2015.1136771,2016/01/14 06:002016/01/14 06:002016/12/27 06:00,NA,1,9,autophagy,doi: 10.1080/15548627.2015.1136771,2016;12(3):529-46,13,autophagy,1554-8627,12494,8.593,7.947,11.019,2.905,148,4.8,6.4,0.03237,3.310,95.270,88.684,3.71521
GSE65406,2016-01-15,GSE65406_gld1_vs_tumorfed_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,26759963,2016,2016 Jan 13,Autophagy,Gomes LCOdedra DDikic IPohl C,Pohl C,Autophagy and modular restructuring of metabolism control germline tumor differentiation and proliferation in C. elegans.,12,3,529-46,English,101265188,1554-8627,1554-8635,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2675996310.1080/15548627.2015.1136771PMC48359622675996326759963pmc-id: PMC4835962;,10.1080/15548627.2015.1136771,2016/01/14 06:002016/01/14 06:002016/12/27 06:00,NA,1,9,autophagy,doi: 10.1080/15548627.2015.1136771,2016;12(3):529-46,13,autophagy,1554-8627,12494,8.593,7.947,11.019,2.905,148,4.8,6.4,0.03237,3.310,95.270,88.684,3.71521
GSE65406,2016-01-15,GSE65406_tumorfed_vs_tumorfast_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,26759963,2016,2016 Jan 13,Autophagy,Gomes LCOdedra DDikic IPohl C,Pohl C,Autophagy and modular restructuring of metabolism control germline tumor differentiation and proliferation in C. elegans.,12,3,529-46,English,101265188,1554-8627,1554-8635,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2675996310.1080/15548627.2015.1136771PMC48359622675996326759963pmc-id: PMC4835962;,10.1080/15548627.2015.1136771,2016/01/14 06:002016/01/14 06:002016/12/27 06:00,NA,1,9,autophagy,doi: 10.1080/15548627.2015.1136771,2016;12(3):529-46,13,autophagy,1554-8627,12494,8.593,7.947,11.019,2.905,148,4.8,6.4,0.03237,3.310,95.270,88.684,3.71521
GSE65406,2016-01-15,GSE65406_youngadults_vs_gld1_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9974072724395815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other taxa,Caenorhabditis elegans,26759963,2016,2016 Jan 13,Autophagy,Gomes LCOdedra DDikic IPohl C,Pohl C,Autophagy and modular restructuring of metabolism control germline tumor differentiation and proliferation in C. elegans.,12,3,529-46,English,101265188,1554-8627,1554-8635,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2675996310.1080/15548627.2015.1136771PMC48359622675996326759963pmc-id: PMC4835962;,10.1080/15548627.2015.1136771,2016/01/14 06:002016/01/14 06:002016/12/27 06:00,NA,1,9,autophagy,doi: 10.1080/15548627.2015.1136771,2016;12(3):529-46,13,autophagy,1554-8627,12494,8.593,7.947,11.019,2.905,148,4.8,6.4,0.03237,3.310,95.270,88.684,3.71521
GSE65408,2015-08-11,GSE65408_processed_data_file.csv.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,26072395,2015 Oct,2015 Jun 11,Gastroenterology,Punit SDubé PELiu CYGirish NWashington MKPolk DB,Polk DB,Tumor Necrosis Factor Receptor 2 Restricts the Pathogenicity of CD8(+) T Cells in Mice With Colitis.,149,4,993-1005.e2,English,0374630,0016-5085,1528-0012,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26072395S0016-5085(15)00820-310.1053/j.gastro.2015.06.004PMC4841683NIHMS6996142607239526072395pmc-id: PMC4841683;manuscript-id: NIHMS699614;,10.1053/j.gastro.2015.06.004,2015/02/05 00:002015/05/19 00:002015/06/03 00:002015/06/15 06:002015/06/15 06:002015/12/30 06:00,NA,1,7,gastroenterology,doi: 10.1053/j.gastro.2015.06.004,2015 Oct;149(4):993-1005.e2,12,gastroenterology,0016-5085,70320,18.392,17.656,16.825,5.389,203,8.6,5.9,0.12423,6.286,92.120,99.367,14.19166
GSE65487,2015-04-23,GSE65487_deseq.rminus_rplus.ensembl.csv.gz,anti-conservative,0.6750965686560783,0.9836812593636911,446.5,8345.059963811873,140.73668159305817,NA,NA,NA,0.8660920378770535,0.3248050539746625,81.5,1341.1435206526173,239.41621707509353,0.9454231389088912,0.6619488106829878,446.5,8020.497198933578,489.73076923077133,0.8146881576430075,0.2822026915682505,81.5,1261.544612110197,352.22727272727275,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65487,2015-04-23,GSE65487_deseq.rplus_gplus.ensembl.csv.gz,anti-conservative,0.49715522724194655,0.93821982180418,659.1,11749.233006471564,824.611648089769,NA,NA,NA,0.9061035247205481,0.18713812608708272,102.65,1767.2190094387208,202.10824212140506,0.9250640204865558,0.49000401848503117,659.1,11584.48422215109,1014.4333333333325,0.8819791980705456,0.1649043303121853,102.65,1720.1681289568885,260.9833333333336,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65542,2015-03-15,GSE65542_pnky_kd.diff.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25800779,2015 Apr 2,2015 Mar 19,Cell Stem Cell,Ramos ADAndersen RELiu SJNowakowski TJHong SJGertz CSalinas RDZarabi HKriegstein ARLim DA,Lim DA,The long noncoding RNA Pnky regulates neuronal differentiation of embryonic and postnatal neural stem cells.,16,4,439-447,English,101311472,1934-5909,1875-9777,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2580077910.1016/j.stem.2015.02.007PMC4388801NIHMS6733912580077925800779pmc-id: PMC4388801;manuscript-id: NIHMS673391;,10.1016/j.stem.2015.02.007,2014/08/14 00:002015/01/13 00:002015/02/10 00:002015/03/25 06:002015/03/25 06:002016/01/16 06:00,Cell Stem Cell. 2015 Apr 2;16(4):344-5. PMID: 25842971,1,72,cell stem cell,doi: 10.1016/j.stem.2015.02.007,2015 Apr 2;16(4):439-447,130,cell stem cell,1934-5909,21524,23.394,22.343,23.121,7.425,113,4.8,4.8,0.09235,11.738,88.500,97.625,10.59900
GSE65542,2015-03-15,GSE65542_ptbp1_kd.diff.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25800779,2015 Apr 2,2015 Mar 19,Cell Stem Cell,Ramos ADAndersen RELiu SJNowakowski TJHong SJGertz CSalinas RDZarabi HKriegstein ARLim DA,Lim DA,The long noncoding RNA Pnky regulates neuronal differentiation of embryonic and postnatal neural stem cells.,16,4,439-447,English,101311472,1934-5909,1875-9777,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,2580077910.1016/j.stem.2015.02.007PMC4388801NIHMS6733912580077925800779pmc-id: PMC4388801;manuscript-id: NIHMS673391;,10.1016/j.stem.2015.02.007,2014/08/14 00:002015/01/13 00:002015/02/10 00:002015/03/25 06:002015/03/25 06:002016/01/16 06:00,Cell Stem Cell. 2015 Apr 2;16(4):344-5. PMID: 25842971,1,72,cell stem cell,doi: 10.1016/j.stem.2015.02.007,2015 Apr 2;16(4):439-447,130,cell stem cell,1934-5909,21524,23.394,22.343,23.121,7.425,113,4.8,4.8,0.09235,11.738,88.500,97.625,10.59900
GSE65697,2015-05-01,GSE65697_RNA-seq.csv.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25923916,2015,2015 Apr 29,PLoS One,Terranova CNarla STLee YWBard JParikh AStachowiak EKTzanakakis ESBuck MJBirkaya BStachowiak MK,Stachowiak MK,Global Developmental Gene Programing Involves a Nuclear Form of Fibroblast Growth Factor Receptor-1 (FGFR1).,10,4,e0123380,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,2592391610.1371/journal.pone.0123380PONE-D-14-56173PMC44144532592391625923916pmc-id: PMC4414453;,10.1371/journal.pone.0123380,2014/12/18 00:002015/02/17 00:002015/04/30 06:002015/04/30 06:002016/02/02 06:00,NA,1,11,plos one,doi: 10.1371/journal.pone.0123380,2015;10(4):e0123380,NA,plos one,1932-6203,508248,2.806,2.615,3.394,0.429,22077,3.7,8.1,1.92176,1.053,98.240,77.344,220.54971
GSE65935,2015-02-14,GSE65935_DKOrvsDKOnr_diffexp.txt.gz,anti-conservative,0.6311727007293314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125310559006213,0.5849445733436454,309.3,5362.671256211182,563.2999999999984,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25627690,2015 Mar 13,2015 Jan 27,J Biol Chem,Schwarzer CFu ZMorita TWhitt AGNeely AMLi CMachen TE,Machen TE,Paraoxonase 2 serves a proapopotic function in mouse and human cells in response to the Pseudomonas aeruginosa quorum-sensing molecule N-(3-Oxododecanoyl)-homoserine lactone.,290,11,7247-58,English,2985121R,0021-9258,1083-351X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,25627690M114.62003910.1074/jbc.M114.620039PMC43581432562769025627690pmc-id: PMC4358143;,10.1074/jbc.M114.620039,2015/01/29 06:002015/01/30 06:002015/05/30 06:00,NA,1,4,the journal of biological chemistry,doi: 10.1074/jbc.M114.620039,2015 Mar 13;290(11):7247-58,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65935,2015-02-14,GSE65935_WTvsDKOnr_diffexp.txt.gz,anti-conservative,0.5676277063201701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.923511013509017,0.5154456339481491,365.20000000000005,6408.058220536366,574.7000000000007,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25627690,2015 Mar 13,2015 Jan 27,J Biol Chem,Schwarzer CFu ZMorita TWhitt AGNeely AMLi CMachen TE,Machen TE,Paraoxonase 2 serves a proapopotic function in mouse and human cells in response to the Pseudomonas aeruginosa quorum-sensing molecule N-(3-Oxododecanoyl)-homoserine lactone.,290,11,7247-58,English,2985121R,0021-9258,1083-351X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,25627690M114.62003910.1074/jbc.M114.620039PMC43581432562769025627690pmc-id: PMC4358143;,10.1074/jbc.M114.620039,2015/01/29 06:002015/01/30 06:002015/05/30 06:00,NA,1,4,the journal of biological chemistry,doi: 10.1074/jbc.M114.620039,2015 Mar 13;290(11):7247-58,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65935,2015-02-14,GSE65935_WTvsDKOr_diffexp.txt.gz,anti-conservative,0.537277207040283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9177050423353974,0.48779856301378727,382.20000000000005,6664.1904764311885,651.2000000000007,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25627690,2015 Mar 13,2015 Jan 27,J Biol Chem,Schwarzer CFu ZMorita TWhitt AGNeely AMLi CMachen TE,Machen TE,Paraoxonase 2 serves a proapopotic function in mouse and human cells in response to the Pseudomonas aeruginosa quorum-sensing molecule N-(3-Oxododecanoyl)-homoserine lactone.,290,11,7247-58,English,2985121R,0021-9258,1083-351X,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,25627690M114.62003910.1074/jbc.M114.620039PMC43581432562769025627690pmc-id: PMC4358143;,10.1074/jbc.M114.620039,2015/01/29 06:002015/01/30 06:002015/05/30 06:00,NA,1,4,the journal of biological chemistry,doi: 10.1074/jbc.M114.620039,2015 Mar 13;290(11):7247-58,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65973,2015-10-15,GSE65973_NLS_deseq2_all_alluniq_vs_mmu9htdp43nls.txt.gz,anti-conservative,0.40629174036278715,0.8282236532374427,244.05,3840.43166887936,961.7188883789177,NA,NA,NA,0.8589174220865294,0.33657557093163126,65.8,1073.818561092579,205.35319737600094,0.7608486782133089,0.3537174502179804,244.05,3528.0172784412025,1457.4944444444454,0.8053682628301483,0.2924642965663932,65.8,1006.8714021902514,302.1333333333332,Human and mouse,Mus musculus,26510133,2015,2015 Oct 28,PLoS One,Amlie-Wolf ARyvkin PTong RDragomir ISuh EXu YVan Deerlin VMGregory BDKwong LKTrojanowski JQLee VMWang LSLee EB,Lee EB,Transcriptomic Changes Due to Cytoplasmic TDP-43 Expression Reveal Dysregulation of Histone Transcripts and Nuclear Chromatin.,10,10,e0141836,English,101285081,NA,1932-6203,Journal Article,PubMed - indexed for MEDLINE,NA,2651013310.1371/journal.pone.0141836PONE-D-15-20637PMC46249432651013326510133pmc-id: PMC4624943;,10.1371/journal.pone.0141836,2015/05/12 00:002015/10/13 00:002015/10/29 06:002015/10/29 06:002016/06/17 06:00,NA,1,14,plos one,doi: 10.1371/journal.pone.0141836,2015;10(10):e0141836,15,plos one,1932-6203,508248,2.806,2.615,3.394,0.429,22077,3.7,8.1,1.92176,1.053,98.240,77.344,220.54971
GSE65987,2016-02-17,GSE65987_FPKM_for_MEFs.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,26784546,2016 Feb,2016 Jan 19,J Clin Invest,Chen JYao ZXChen JSGi YJMuñoz NMKundra SHerlong HFJeong YSGoltsov AOhshiro KMistry NAZhang JSu XChoufani SMitra ALi SMishra BWhite JRashid AWang AYJavle MDavila MMichaely PWeksberg RHofstetter WLFinegold MJShay JWMachida KTsukamoto HMishra L,Mishra L,TGF-β/β2-spectrin/CTCF-regulated tumor suppression in human stem cell disorder Beckwith-Wiedemann syndrome.,126,2,527-42,English,7802877,0021-9738,1558-8238,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,267845468093710.1172/JCI80937PMC47311682678454626784546pmc-id: PMC4731168;,10.1172/JCI80937,2015/01/12 00:002015/11/30 00:002016/01/20 06:002016/01/20 06:002016/07/09 06:00,NA,1,9,the journal of clinical investigation,doi: 10.1172/JCI80937,2016 Feb;126(2):527-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE65994,2017-07-03,GSE65994_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE66148,2016-02-12,GSE66148_NC_v_CNS.txt.gz-set-0,anti-conservative,0.6481786612986198,NA,NA,NA,NA,NA,NA,NA,0.8717112243825872,0.2738926812269529,27.950000000000003,462.9222457083729,78.15404045058654,0.9370238681968598,0.5920905252879175,700.45,12470.429001091317,894.4500000000007,0.7849963045084996,0.1936829558998808,27.950000000000003,416.8722875092387,145.45000000000005,Human and mouse,Homo sapiens,26863197,2016 Mar 3,2016 Feb 10,Nature,Fattahi FSteinbeck JAKriks STchieu JZimmer BKishinevsky SZeltner NMica YEl-Nachef WZhao Hde Stanchina EGershon MDGrikscheit TCChen SStuder L,Studer L,Deriving human ENS lineages for cell therapy and drug discovery in Hirschsprung disease.,531,7592,105-9,English,0410462,0028-0836,1476-4687,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26863197nature1695110.1038/nature16951PMC4846424NIHMS7476192686319726863197pmc-id: PMC4846424;manuscript-id: NIHMS747619;,10.1038/nature16951,2015/02/11 00:002015/12/23 00:002016/02/11 06:002016/02/11 06:002016/03/22 06:00,Nature. 2016 Mar 3;531(7592):44-5. PMID: 26863191Nat Rev Gastroenterol Hepatol. 2016 Apr;13(4):187. PMID: 26907884,1,49,nature,doi: 10.1038/nature16951,2016 Mar 3;531(7592):105-9,94,nature,0028-0836,671254,40.137,39.533,43.769,9.129,879,>10.0,6.0,1.43257,22.987,95.900,99.219,164.32121
GSE66148,2016-02-12,GSE66148_NC_v_CNS.txt.gz-set-1,anti-conservative,0.6161873622229407,NA,NA,NA,NA,NA,NA,NA,0.8690301012048205,0.23647292698463748,29.3,483.7890573407235,83.89921425988916,0.9407344533239377,0.5544892833699592,772.9000000000001,13814.779520507356,925.1500000000015,0.8033189033189032,0.1740166865315852,29.3,447.20763347763335,136.30000000000007,Human and mouse,Homo sapiens,26863197,2016 Mar 3,2016 Feb 10,Nature,Fattahi FSteinbeck JAKriks STchieu JZimmer BKishinevsky SZeltner NMica YEl-Nachef WZhao Hde Stanchina EGershon MDGrikscheit TCChen SStuder L,Studer L,Deriving human ENS lineages for cell therapy and drug discovery in Hirschsprung disease.,531,7592,105-9,English,0410462,0028-0836,1476-4687,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26863197nature1695110.1038/nature16951PMC4846424NIHMS7476192686319726863197pmc-id: PMC4846424;manuscript-id: NIHMS747619;,10.1038/nature16951,2015/02/11 00:002015/12/23 00:002016/02/11 06:002016/02/11 06:002016/03/22 06:00,Nature. 2016 Mar 3;531(7592):44-5. PMID: 26863191Nat Rev Gastroenterol Hepatol. 2016 Apr;13(4):187. PMID: 26907884,1,49,nature,doi: 10.1038/nature16951,2016 Mar 3;531(7592):105-9,94,nature,0028-0836,671254,40.137,39.533,43.769,9.129,879,>10.0,6.0,1.43257,22.987,95.900,99.219,164.32121
GSE66148,2016-02-12,GSE66148_NC_v_CNS.txt.gz-set-2,anti-conservative,0.6337739355410216,NA,NA,NA,NA,NA,NA,NA,0.8664248386814325,0.28122421142675447,27.5,452.70697821104847,80.55288661295299,0.937081271010355,0.5716942088964778,729.9000000000001,12995.536774498703,931.1500000000033,0.8317007469082894,0.2512148161730998,27.5,434.56364025958123,105.73076923076928,Human and mouse,Homo sapiens,26863197,2016 Mar 3,2016 Feb 10,Nature,Fattahi FSteinbeck JAKriks STchieu JZimmer BKishinevsky SZeltner NMica YEl-Nachef WZhao Hde Stanchina EGershon MDGrikscheit TCChen SStuder L,Studer L,Deriving human ENS lineages for cell therapy and drug discovery in Hirschsprung disease.,531,7592,105-9,English,0410462,0028-0836,1476-4687,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26863197nature1695110.1038/nature16951PMC4846424NIHMS7476192686319726863197pmc-id: PMC4846424;manuscript-id: NIHMS747619;,10.1038/nature16951,2015/02/11 00:002015/12/23 00:002016/02/11 06:002016/02/11 06:002016/03/22 06:00,Nature. 2016 Mar 3;531(7592):44-5. PMID: 26863191Nat Rev Gastroenterol Hepatol. 2016 Apr;13(4):187. PMID: 26907884,1,49,nature,doi: 10.1038/nature16951,2016 Mar 3;531(7592):105-9,94,nature,0028-0836,671254,40.137,39.533,43.769,9.129,879,>10.0,6.0,1.43257,22.987,95.900,99.219,164.32121
GSE66155,2017-01-01,GSE66155_regulation.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,26001795,2015 Jul,2015 May 22,RNA,Küspert MMurakawa YSchäffler KVanselow JTWolf EJuranek SSchlosser ALandthaler MFischer U,Fischer U,LARP4B is an AU-rich sequence associated factor that promotes mRNA accumulation and translation.,21,7,1294-305,English,9509184,1355-8382,1469-9001,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26001795rna.051441.11510.1261/rna.051441.115PMC44783482600179526001795pmc-id: PMC4478348;,10.1261/rna.051441.115,2015/02/18 00:002015/04/02 00:002015/05/24 06:002015/05/24 06:002015/09/29 06:00,NA,1,8,"rna (new york, n.y.)",doi: 10.1261/rna.051441.115,2015 Jul;21(7):1294-305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GSE66158,2016-02-05,GSE66158_all_genes_FPKM.txt.gz,bimodal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Homo sapiens,26621032,2016 Jan 1,2015 Nov 30,J Cell Sci,Holt SHDarash-Yahana MSohn YSSong LKarmi OTamir SMichaeli DLuo YPaddock MLJennings PAOnuchic JNAzad RKPikarsky ECabantchik IZNechushtai RMittler R,Mittler R,Activation of apoptosis in NAF-1-deficient human epithelial breast cancer cells.,129,1,155-65,English,0052457,0021-9533,1477-9137,Journal Article,PubMed - indexed for MEDLINE,ppublish+epublish,26621032jcs.17829310.1242/jcs.178293PMC47322992662103226621032pmc-id: PMC4732299;,10.1242/jcs.178293,2015/07/31 00:002015/11/11 00:002015/12/02 06:002015/12/02 06:002016/10/08 06:00,NA,1,13,journal of cell science,doi: 10.1242/jcs.178293,2016 Jan 1;129(1):155-65,21,j cell sci,0021-9533,42751,4.431,4.29,5.247,0.916,391,9.7,8.1,0.07311,2.181,100.000,68.158,8.37623
GSE66232,2015-04-06,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25919951,2015 Apr 28,2015 Apr 28,Elife,Wang EKawaoka SRoe JSShi JHohmann AFXu YBhagwat ASSuzuki YKinney JBVakoc CR,Vakoc CR,The transcriptional cofactor TRIM33 prevents apoptosis in B lymphoblastic leukemia by deactivating a single enhancer.,4,NA,e06377,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2591995110.7554/eLife.06377PMC44096492591995125919951pmc-id: PMC4409649;,10.7554/eLife.06377,2015/01/07 00:002015/03/30 00:002015/04/29 06:002015/04/29 06:002016/01/15 06:00,NA,1,17,elife,doi: 10.7554/eLife.06377,2015 Apr 28;4:e06377,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
GSE66232,2015-04-06,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,conservative,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human and mouse,Mus musculus,25919951,2015 Apr 28,2015 Apr 28,Elife,Wang EKawaoka SRoe JSShi JHohmann AFXu YBhagwat ASSuzuki YKinney JBVakoc CR,Vakoc CR,The transcriptional cofactor TRIM33 prevents apoptosis in B lymphoblastic leukemia by deactivating a single enhancer.,4,NA,e06377,English,101579614,NA,2050-084X,Journal Article,PubMed - indexed for MEDLINE,epublish,2591995110.7554/eLife.06377PMC44096492591995125919951pmc-id: PMC4409649;,10.7554/eLife.06377,2015/01/07 00:002015/03/30 00:002015/04/29 06:002015/04/29 06:002016/01/15 06:00,NA,1,17,elife,doi: 10.7554/eLife.06377,2015 Apr 28;4:e06377,NA,elife,2050-084X,15730,7.725,7.393,8.385,1.331,1097,2.1,7.7,0.1303,5.339,100.000,95.882,14.93974
