Accession,annot,organism,taxid,organism2,taxid2
GSE58174,GPL11002,Mus musculus,10090,NA,NA
GSE58206,GPL13112,Mus musculus,10090,NA,NA
GSE58206,GPL17021,Mus musculus,10090,NA,NA
GSE58261,GPL17021,Mus musculus,10090,NA,NA
GSE58282,GPL9185,Mus musculus,10090,NA,NA
GSE58283,GPL17021,Mus musculus,10090,NA,NA
GSE58286,GPL13112,Mus musculus,10090,NA,NA
GSE58310,GPL11154,Homo sapiens,9606,NA,NA
GSE58310,GPL18573,Homo sapiens,9606,NA,NA
GSE58314,GPL18768,Mycobacterium tuberculosis,1773,NA,NA
GSE58318,GPL13112,Mus musculus,10090,NA,NA
GSE58323,GPL13112,Mus musculus,10090,NA,NA
GSE58326,GPL11154,Homo sapiens,9606,NA,NA
GSE58340,GPL14954,Macaca mulatta,9544,NA,NA
GSE58343,GPL13112,Mus musculus,10090,NA,NA
GSE58345,GPL11154,Homo sapiens,9606,NA,NA
GSE58345,GPL16558,Homo sapiens,9606,NA,NA
GSE58352,GPL11154,Homo sapiens,9606,NA,NA
GSE58359,GPL13112,Mus musculus,10090,NA,NA
GSE58360,GPL13112,Mus musculus,10090,NA,NA
GSE58363,GPL13112,Mus musculus,10090,NA,NA
GSE58365,GPL11154,Homo sapiens,9606,NA,NA
GSE58371,GPL13112,Mus musculus,10090,NA,NA
GSE58372,GPL13112,Mus musculus,10090,NA,NA
GSE58375,GPL16791,Homo sapiens,9606,NA,NA
GSE58379,GPL11154,Homo sapiens,9606,NA,NA
GSE58384,GPL13112,Mus musculus,10090,NA,NA
GSE58405,GPL18635,Mus musculus,10090,NA,NA
GSE58420,GPL15472,Xenopus tropicalis,8364,NA,NA
GSE58420,GPL17682,Xenopus laevis,8355,NA,NA
GSE58423,GPL13112,Mus musculus,10090,NA,NA
GSE58432,GPL18635,Mus musculus,10090,NA,NA
GSE58434,GPL11154,Homo sapiens,9606,NA,NA
GSE58441,GPL10999,Homo sapiens,9606,NA,NA
GSE58447,GPL18463,Gasterosteus aculeatus,69293,NA,NA
GSE58453,GPL13112,Mus musculus,10090,NA,NA
GSE58455,GPL13112,Mus musculus,10090,NA,NA
GSE58464,GPL17303,Homo sapiens,9606,NA,NA
GSE58465,GPL13112,Mus musculus,10090,NA,NA
GSE58467,GPL18799,Enterococcus faecalis,1351,NA,NA
GSE58492,GPL11154,Homo sapiens,9606,NA,NA
GSE58494,GPL18644,Pseudomonas aeruginosa,287,NA,NA
GSE58494,GPL18804,Pseudomonas virus phiKZ,169683,NA,NA
GSE58495,GPL13112,Mus musculus,10090,NA,NA
GSE58510,GPL13112,Mus musculus,10090,NA,NA
GSE58514,GPL13112,Mus musculus,10090,NA,NA
GSE58514,GPL17021,Mus musculus,10090,NA,NA
GSE58514,GPL18480,Mus musculus,10090,NA,NA
GSE58523,GPL13112,Mus musculus,10090,NA,NA
GSE58557,GPL16791,Homo sapiens,9606,NA,NA
GSE58557,GPL20795,Homo sapiens,9606,NA,NA
GSE58564,GPL18816,Schistosoma japonicum,6182,NA,NA
GSE58581,GPL18820,Plasmodium berghei,5821,NA,NA
GSE58586,GPL11154,Homo sapiens,9606,NA,NA
GSE58596,GPL11154,Homo sapiens,9606,NA,NA
GSE58604,GPL11154,Homo sapiens,9606,NA,NA
GSE58609,GPL13112,Mus musculus,10090,NA,NA
GSE58619,GPL17021,Mus musculus,10090,NA,NA
GSE58626,GPL11154,Homo sapiens,9606,NA,NA
GSE58640,GPL11154,Homo sapiens,9606,NA,NA
GSE58645,GPL13112,Mus musculus,10090,NA,NA
GSE58650,GPL18844,Neisseria gonorrhoeae,485,NA,NA
GSE58653,GPL18580,Vitis vinifera,29760,NA,NA
GSE58662,GPL9302,Arabidopsis thaliana,3702,NA,NA
GSE58663,GPL11154,Homo sapiens,9606,NA,NA
GSE58664,GPL9318,Mus musculus,10090,NA,NA
GSE58679,GPL11154,Homo sapiens,9606,NA,NA
GSE58679,GPL13112,Mus musculus,10090,NA,NA
GSE58679,GPL16512,Homo sapiens,9606,NA,NA
GSE58702,GPL9319,Danio rerio,7955,NA,NA
GSE58707,GPL13112,Mus musculus,10090,NA,NA
GSE58708,GPL11154,Homo sapiens,9606,NA,NA
GSE58724,GPL13112,Mus musculus,10090,NA,NA
GSE58737,GPL17301,Homo sapiens,9606,NA,NA
GSE58740,GPL11154,Homo sapiens,9606,NA,NA
GSE58740,GPL18573,Homo sapiens,9606,NA,NA
GSE58765,GPL17021,Mus musculus,10090,NA,NA
GSE58769,GPL17090,Nematostella vectensis,45351,NA,NA
GSE58773,GPL18859,Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088,391904,NA,NA
GSE58786,GPL15922,Chlamydomonas reinhardtii,3055,NA,NA
GSE58798,GPL13112,Mus musculus,10090,NA,NA
GSE58805,GPL18862,Triticum aestivum,4565,NA,NA
GSE58827,GPL13112,Mus musculus,10090,NA,NA
GSE58830,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE58835,GPL14891,Culex quinquefasciatus,7176,NA,NA
GSE58835,GPL18865,Culex pipiens molestus,233155,NA,NA
GSE58843,GPL9250,Mus musculus,10090,NA,NA
GSE58854,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE58856,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE58858,GPL11002,Mus musculus,10090,NA,NA
GSE58865,GPL17162,Coprinopsis cinerea,5346,NA,NA
GSE58865,GPL18872,Coprinopsis cinerea,5346,NA,NA
GSE58890,GPL18879,Haemophilus influenzae,727,NA,NA
GSE58891,GPL18879,Haemophilus influenzae,727,NA,NA
GSE58905,GPL16331,Mus musculus,10090,NA,NA
GSE58910,GPL11154,Homo sapiens,9606,NA,NA
GSE58916,GPL13112,Mus musculus,10090,NA,NA
GSE58917,GPL13112,Mus musculus,10090,NA,NA
GSE58918,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE58926,GPL13112,Mus musculus,10090,NA,NA
GSE58931,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE58933,GPL16791,Homo sapiens,9606,NA,NA
GSE58937,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE58937,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE58958,GPL18580,Vitis vinifera,29760,NA,NA
GSE58966,GPL11154,Homo sapiens,9606,NA,NA
GSE58967,GPL18884,Ovis aries,9940,NA,NA
GSE58971,GPL13112,Mus musculus,10090,NA,NA
GSE58972,GPL13112,Mus musculus,10090,NA,NA
GSE58973,GPL13112,Mus musculus,10090,NA,NA
GSE58974,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE58978,GPL14844,Rattus norvegicus,10116,NA,NA
GSE58989,GPL16791,Homo sapiens,9606,NA,NA
GSE58989,GPL9115,Homo sapiens,9606,NA,NA
GSE58993,GPL17021,Mus musculus,10090,NA,NA
GSE58996,GPL13112,Mus musculus,10090,NA,NA
GSE59017,GPL11002,Mus musculus,10090,NA,NA
GSE59020,GPL11154,Homo sapiens,9606,NA,NA
GSE59043,GPL18694,Rattus norvegicus,10116,NA,NA
GSE59053,GPL18891,Bifidobacterium bifidum,1681,NA,NA
GSE59059,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE59073,GPL17021,Mus musculus,10090,NA,NA
GSE59075,GPL18648,Macaca fascicularis,9541,NA,NA
GSE59100,GPL11154,Homo sapiens,9606,NA,NA
GSE59114,GPL13112,Mus musculus,10090,NA,NA
GSE59114,GPL17021,Mus musculus,10090,NA,NA
GSE59119,GPL11002,Mus musculus,10090,NA,NA
GSE59119,GPL13112,Mus musculus,10090,NA,NA
GSE59127,GPL17021,Mus musculus,10090,NA,NA
GSE59129,GPL17021,Mus musculus,10090,NA,NA
GSE59130,GPL17021,Mus musculus,10090,NA,NA
GSE59160,GPL9185,Mus musculus,10090,NA,NA
GSE59161,GPL9185,Mus musculus,10090,NA,NA
GSE59167,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE59168,GPL9185,Mus musculus,10090,NA,NA
GSE59173,GPL18905,Echinococcus granulosus,6210,NA,NA
GSE59173,GPL18906,Echinococcus multilocularis,6211,NA,NA
GSE59176,GPL11154,Homo sapiens,9606,NA,NA
GSE59176,GPL19057,Mus musculus,10090,NA,NA
GSE59186,GPL18907,Bos taurus,9913,NA,NA
GSE59195,GPL15377,Alternaria brassicicola,29001,NA,NA
GSE59204,GPL15103,Mus musculus,10090,NA,NA
GSE59223,GPL10999,Homo sapiens,9606,NA,NA
GSE59233,GPL16791,Homo sapiens,9606,NA,NA
GSE59251,GPL11154,Homo sapiens,9606,NA,NA
GSE59275,GPL11154,Homo sapiens,9606,NA,NA
GSE59283,GPL11002,Mus musculus,10090,NA,NA
GSE59283,GPL13112,Mus musculus,10090,NA,NA
GSE59285,GPL16173,Mus musculus,10090,NA,NA
GSE59288,GPL11154,Homo sapiens,9606,NA,NA
GSE59288,GPL16809,Pan troglodytes,9598,NA,NA
GSE59290,GPL16791,Homo sapiens,9606,NA,NA
GSE59317,GPL11154,Homo sapiens,9606,NA,NA
GSE59318,GPL13112,Mus musculus,10090,NA,NA
GSE59335,GPL10999,Homo sapiens,9606,NA,NA
GSE59335,GPL11154,Homo sapiens,9606,NA,NA
GSE59354,GPL11002,Mus musculus,10090,NA,NA
GSE59364,GPL11154,Homo sapiens,9606,NA,NA
GSE59364,GPL9115,Homo sapiens,9606,NA,NA
GSE59373,GPL13112,Mus musculus,10090,NA,NA
GSE59376,GPL11154,Homo sapiens,9606,NA,NA
GSE59383,GPL17021,Mus musculus,10090,NA,NA
GSE59386,GPL11154,Homo sapiens,9606,NA,NA
GSE59397,GPL14548,Escherichia coli,562,NA,NA
GSE59397,GPL18945,Escherichia coli,562,NA,NA
GSE59419,GPL13112,Mus musculus,10090,NA,NA
GSE59442,GPL13112,Mus musculus,10090,NA,NA
GSE59463,GPL10010,Mus musculus,10090,NA,NA
GSE59463,GPL13112,Mus musculus,10090,NA,NA
GSE59468,GPL18955,Escherichia coli CFT073,199310,NA,NA
GSE59468,GPL18956,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE59481,GPL17021,Mus musculus,10090,NA,NA
GSE59483,GPL11154,Homo sapiens,9606,NA,NA
GSE59483,GPL15520,Homo sapiens,9606,NA,NA
GSE59487,GPL18963,Cricetulus griseus,10029,NA,NA
GSE59525,GPL18973,Polistes canadensis,91411,NA,NA
GSE59525,GPL18974,Dinoponera quadriceps,609295,NA,NA
GSE59547,GPL13112,Mus musculus,10090,NA,NA
GSE59563,GPL15583,Danio rerio,7955,NA,NA
GSE59571,GPL13112,Mus musculus,10090,NA,NA
GSE59599,GPL11154,Homo sapiens,9606,NA,NA
GSE59612,GPL11154,Homo sapiens,9606,NA,NA
GSE59621,GPL11154,Homo sapiens,9606,NA,NA
GSE59622,GPL13112,Mus musculus,10090,NA,NA
GSE59623,GPL13112,Mus musculus,10090,NA,NA
GSE59626,GPL16791,Homo sapiens,9606,NA,NA
GSE59629,GPL15922,Chlamydomonas reinhardtii,3055,NA,NA
GSE59629,GPL18983,Chlamydomonas reinhardtii,3055,NA,NA
GSE59632,GPL18984,Anopheles coluzzii,1518534,NA,NA
GSE59632,GPL18985,Anopheles merus,30066,NA,NA
GSE59637,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE59677,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE59698,GPL9250,Mus musculus,10090,NA,NA
GSE59703,GPL10999,Homo sapiens,9606,NA,NA
GSE59703,GPL18460,Homo sapiens,9606,NA,NA
GSE59705,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE59705,GPL13776,Caenorhabditis elegans,6239,NA,NA
GSE59715,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE59739,GPL11002,Mus musculus,10090,NA,NA
GSE59739,GPL13112,Mus musculus,10090,NA,NA
GSE59759,GPL18995,Escherichia coli BW25113,679895,NA,NA
GSE59760,GPL18995,Escherichia coli BW25113,679895,NA,NA
GSE59773,GPL17644,Anopheles gambiae,7165,NA,NA
GSE59781,GPL11154,Homo sapiens,9606,NA,NA
GSE59784,GPL17021,Mus musculus,10090,NA,NA
GSE59810,GPL11154,Homo sapiens,9606,NA,NA
GSE59814,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE59822,GPL11154,Homo sapiens,9606,NA,NA
GSE59831,GPL13112,Mus musculus,10090,NA,NA
GSE59841,GPL11154,Homo sapiens,9606,NA,NA
GSE59850,GPL19005,Gallus gallus,9031,NA,NA
GSE59851,GPL19006,Staphylococcus aureus,1280,NA,NA
GSE59855,GPL16791,Homo sapiens,9606,NA,NA
GSE59859,GPL13112,Mus musculus,10090,NA,NA
GSE59875,GPL15008,Glycine max,3847,NA,NA
GSE59884,GPL11154,Homo sapiens,9606,NA,NA
GSE59909,GPL17875,Bos taurus,9913,NA,NA
GSE59911,GPL17875,Bos taurus,9913,NA,NA
GSE59918,GPL14844,Rattus norvegicus,10116,NA,NA
GSE59924,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE59929,GPL13112,Mus musculus,10090,NA,NA
GSE59943,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE59943,GPL9269,Caenorhabditis elegans,6239,NA,NA
GSE59946,GPL14844,Rattus norvegicus,10116,NA,NA
GSE59954,GPL17033,Trypanosoma brucei,5691,NA,NA
GSE59968,GPL14875,Danio rerio,7955,NA,NA
GSE59970,GPL11002,Mus musculus,10090,NA,NA
GSE59980,GPL11154,Homo sapiens,9606,NA,NA
GSE59981,GPL11409,Hevea brasiliensis,3981,NA,NA
GSE59987,GPL11154,Homo sapiens,9606,NA,NA
GSE60002,GPL15963,Beauveria bassiana ARSEF 2860,655819,NA,NA
GSE60012,GPL11154,Homo sapiens,9606,NA,NA
GSE60012,GPL13112,Mus musculus,10090,NA,NA
GSE60019,GPL11002,Mus musculus,10090,NA,NA
GSE60047,GPL16791,Homo sapiens,9606,NA,NA
GSE60047,GPL17021,Mus musculus,10090,NA,NA
GSE60047,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE60047,GPL19036,Candida albicans,5476,NA,NA
GSE60050,GPL13112,Mus musculus,10090,NA,NA
GSE60052,GPL11154,Homo sapiens,9606,NA,NA
GSE60065,GPL16791,Homo sapiens,9606,NA,NA
GSE60066,GPL13112,Mus musculus,10090,NA,NA
GSE60066,GPL9250,Mus musculus,10090,NA,NA
GSE60091,GPL19043,Malus domestica,3750,NA,NA
GSE60097,GPL9250,Mus musculus,10090,NA,NA
GSE60101,GPL18480,Mus musculus,10090,NA,NA
GSE60105,GPL19045,Calluna vulgaris,13385,NA,NA
GSE60158,GPL19052,Rattus norvegicus,10116,NA,NA
GSE60163,GPL13112,Mus musculus,10090,NA,NA
GSE60165,GPL13112,Mus musculus,10090,NA,NA
GSE60171,GPL10999,Homo sapiens,9606,NA,NA
GSE60171,GPL11154,Homo sapiens,9606,NA,NA
GSE60177,GPL18782,Pseudomonas aeruginosa PAO1,208964,NA,NA
GSE60178,GPL11154,Homo sapiens,9606,NA,NA
GSE60178,GPL13112,Mus musculus,10090,NA,NA
GSE60178,GPL14954,Macaca mulatta,9544,NA,NA
GSE60181,GPL13272,Saccharomyces cerevisiae,4932,NA,NA
GSE60188,GPL19057,Mus musculus,10090,NA,NA
GSE60191,GPL11154,Homo sapiens,9606,NA,NA
GSE60215,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60217,GPL11154,Homo sapiens,9606,NA,NA
GSE60221,GPL13272,Saccharomyces cerevisiae,4932,NA,NA
GSE60255,GPL19062,Neurospora discreta,29879,NA,NA
GSE60256,GPL19063,Neurospora tetrasperma,40127,NA,NA
GSE60265,GPL15750,Bos taurus,9913,NA,NA
GSE60283,GPL17021,Mus musculus,10090,NA,NA
GSE60285,GPL13112,Mus musculus,10090,NA,NA
GSE60297,GPL17021,Mus musculus,10090,NA,NA
GSE60305,GPL19067,Toxoplasma gondii,5811,NA,NA
GSE60308,GPL16791,Homo sapiens,9606,NA,NA
GSE60308,GPL19068,Homo sapiens x Mus musculus hybrid cell line,1131344,NA,NA
GSE60312,GPL17021,Mus musculus,10090,NA,NA
GSE60314,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60346,GPL16310,Cucumis sativus,3659,NA,NA
GSE60361,GPL13112,Mus musculus,10090,NA,NA
GSE60367,GPL17021,Mus musculus,10090,NA,NA
GSE60373,GPL13112,Mus musculus,10090,NA,NA
GSE60373,GPL15001,Anolis carolinensis,28377,NA,NA
GSE60377,GPL13112,Mus musculus,10090,NA,NA
GSE60384,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60384,GPL16479,Drosophila melanogaster,7227,NA,NA
GSE60387,GPL19080,Arabidopsis thaliana,3702,NA,NA
GSE60398,GPL14571,Cryptococcus neoformans,5207,NA,NA
GSE60398,GPL19081,Cryptococcus neoformans,5207,NA,NA
GSE60402,GPL13112,Mus musculus,10090,NA,NA
GSE60407,GPL16288,Homo sapiens,9606,NA,NA
GSE60415,GPL13112,Mus musculus,10090,NA,NA
GSE60418,GPL14759,Mus musculus,10090,NA,NA
GSE60420,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE60424,GPL15456,Homo sapiens,9606,NA,NA
GSE60426,GPL11154,Homo sapiens,9606,NA,NA
GSE60426,GPL13112,Mus musculus,10090,NA,NA
GSE60426,GPL9115,Homo sapiens,9606,NA,NA
GSE60426,GPL9250,Mus musculus,10090,NA,NA
GSE60440,GPL13112,Mus musculus,10090,NA,NA
GSE60441,GPL13112,Mus musculus,10090,NA,NA
GSE60450,GPL13112,Mus musculus,10090,NA,NA
GSE60462,GPL10999,Homo sapiens,9606,NA,NA
GSE60462,GPL18460,Homo sapiens,9606,NA,NA
GSE60471,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60476,GPL19088,Serratia sp. SCBI,488142,NA,NA
GSE60478,GPL19089,Mnemiopsis leidyi,27923,NA,NA
GSE60481,GPL11154,Homo sapiens,9606,NA,NA
GSE60483,GPL18214,Amphimedon queenslandica,400682,NA,NA
GSE60487,GPL10999,Homo sapiens,9606,NA,NA
GSE60487,GPL11002,Mus musculus,10090,NA,NA
GSE60504,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE60514,GPL17303,Homo sapiens,9606,NA,NA
GSE60522,GPL18956,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE60530,GPL16791,Homo sapiens,9606,NA,NA
GSE60537,GPL17021,Mus musculus,10090,NA,NA
GSE60538,GPL17021,Mus musculus,10090,NA,NA
GSE60545,GPL13112,Mus musculus,10090,NA,NA
GSE60556,GPL13112,Mus musculus,10090,NA,NA
GSE60559,GPL17303,Homo sapiens,9606,NA,NA
GSE60569,GPL17021,Mus musculus,10090,NA,NA
GSE60570,GPL11154,Homo sapiens,9606,NA,NA
GSE60571,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60585,GPL11154,Homo sapiens,9606,NA,NA
GSE60587,GPL13112,Mus musculus,10090,NA,NA
GSE60599,GPL13112,Mus musculus,10090,NA,NA
GSE60599,GPL16417,Mus musculus,10090,NA,NA
GSE60603,GPL16791,Homo sapiens,9606,NA,NA
GSE60603,GPL17021,Mus musculus,10090,NA,NA
GSE60603,GPL19129,Macaca mulatta,9544,NA,NA
GSE60603,GPL19148,Pan troglodytes,9598,NA,NA
GSE60619,GPL14875,Danio rerio,7955,NA,NA
GSE60627,GPL9185,Mus musculus,10090,NA,NA
GSE60630,GPL11154,Homo sapiens,9606,NA,NA
GSE60635,GPL19107,Triticum turgidum subsp. durum,4567,NA,NA
GSE60641,GPL13112,Mus musculus,10090,NA,NA
GSE60642,GPL13112,Mus musculus,10090,NA,NA
GSE60647,GPL13112,Mus musculus,10090,NA,NA
GSE60648,GPL13112,Mus musculus,10090,NA,NA
GSE60659,GPL11002,Mus musculus,10090,NA,NA
GSE60672,GPL18245,Caenorhabditis elegans,6239,NA,NA
GSE60686,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60691,GPL13112,Mus musculus,10090,NA,NA
GSE60699,GPL11002,Mus musculus,10090,NA,NA
GSE60701,GPL13112,Mus musculus,10090,NA,NA
GSE60738,GPL11002,Mus musculus,10090,NA,NA
GSE60738,GPL13112,Mus musculus,10090,NA,NA
GSE60738,GPL19057,Mus musculus,10090,NA,NA
GSE60745,GPL17021,Mus musculus,10090,NA,NA
GSE60749,GPL13112,Mus musculus,10090,NA,NA
GSE60749,GPL17021,Mus musculus,10090,NA,NA
GSE60752,GPL14844,Rattus norvegicus,10116,NA,NA
GSE60755,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE60756,GPL15907,Mus musculus,10090,NA,NA
GSE60768,GPL16417,Mus musculus,10090,NA,NA
GSE60781,GPL13112,Mus musculus,10090,NA,NA
GSE60788,GPL11154,Homo sapiens,9606,NA,NA
GSE60808,GPL13112,Mus musculus,10090,NA,NA
GSE60808,GPL17021,Mus musculus,10090,NA,NA
GSE60822,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE60825,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE60827,GPL13112,Mus musculus,10090,NA,NA
GSE60835,GPL9062,Arabidopsis thaliana,3702,NA,NA
GSE60851,GPL17275,Drosophila melanogaster,7227,NA,NA
GSE60851,GPL19131,Drosophila yakuba,7245,NA,NA
GSE60851,GPL19132,Drosophila melanogaster,7227,NA,NA
GSE60857,GPL13112,Mus musculus,10090,NA,NA
GSE60865,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE60883,GPL11154,Homo sapiens,9606,NA,NA
GSE60883,GPL16791,Homo sapiens,9606,NA,NA
GSE60889,GPL9115,Homo sapiens,9606,NA,NA
GSE60890,GPL11154,Homo sapiens,9606,NA,NA
GSE60896,GPL17021,Mus musculus,10090,NA,NA
GSE60902,GPL11154,Homo sapiens,9606,NA,NA
GSE60927,GPL17021,Mus musculus,10090,NA,NA
GSE60939,GPL11154,Homo sapiens,9606,NA,NA
GSE60941,GPL13112,Mus musculus,10090,NA,NA
GSE60949,GPL11154,Homo sapiens,9606,NA,NA
GSE60955,GPL11154,Homo sapiens,9606,NA,NA
GSE60955,GPL13112,Mus musculus,10090,NA,NA
GSE60968,GPL13112,Mus musculus,10090,NA,NA
GSE60988,GPL16791,Homo sapiens,9606,NA,NA
GSE60997,GPL15520,Homo sapiens,9606,NA,NA
GSE61008,GPL13112,Mus musculus,10090,NA,NA
GSE61031,GPL13112,Mus musculus,10090,NA,NA
GSE61033,GPL13112,Mus musculus,10090,NA,NA
GSE61040,GPL19151,Malus domestica,3750,NA,NA
GSE61045,GPL11154,Homo sapiens,9606,NA,NA
GSE61057,GPL17628,Zea mays,4577,NA,NA
GSE61071,GPL11154,Homo sapiens,9606,NA,NA
GSE61098,GPL17021,Mus musculus,10090,NA,NA
GSE61102,GPL13112,Mus musculus,10090,NA,NA
GSE61108,GPL15583,Danio rerio,7955,NA,NA
GSE61109,GPL17695,Jatropha curcas,180498,NA,NA
GSE61125,GPL13112,Mus musculus,10090,NA,NA
GSE61125,GPL19057,Mus musculus,10090,NA,NA
GSE61130,GPL16791,Homo sapiens,9606,NA,NA
GSE61141,GPL11154,Homo sapiens,9606,NA,NA
GSE61156,GPL16488,Nasonia vitripennis,7425,NA,NA
GSE61156,GPL19160,Nasonia giraulti,7426,NA,NA
GSE61179,GPL14844,Rattus norvegicus,10116,NA,NA
GSE61181,GPL14844,Rattus norvegicus,10116,NA,NA
GSE61190,GPL13112,Mus musculus,10090,NA,NA
GSE61190,GPL16791,Homo sapiens,9606,NA,NA
GSE61190,GPL17021,Mus musculus,10090,NA,NA
GSE61200,GPL16805,Pseudomonas chlororaphis subsp. aureofaciens 30-84,1038921,NA,NA
GSE61202,GPL14875,Danio rerio,7955,NA,NA
GSE61209,GPL13112,Mus musculus,10090,NA,NA
GSE61220,GPL15433,Homo sapiens,9606,NA,NA
GSE61238,GPL16791,Homo sapiens,9606,NA,NA
GSE61239,GPL11002,Mus musculus,10090,NA,NA
GSE61263,GPL19175,Pyronema omphalodes CBS 100304,1076935,NA,NA
GSE61271,GPL19176,Sus scrofa,9823,NA,NA
GSE61274,GPL19175,Pyronema omphalodes CBS 100304,1076935,NA,NA
GSE61288,GPL13112,Mus musculus,10090,NA,NA
GSE61288,GPL19179,Mus musculus,10090,NA,NA
GSE61290,GPL16791,Homo sapiens,9606,NA,NA
GSE61307,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE61327,GPL17439,Escherichia coli str. K-12 substr. MG1655,511145,NA,NA
GSE61333,GPL15463,Zea mays,4577,NA,NA
GSE61336,GPL19185,Burkholderia cenocepacia,95486,NA,NA
GSE61351,GPL13112,Mus musculus,10090,NA,NA
GSE61361,GPL11203,Drosophila melanogaster,7227,NA,NA
GSE61361,GPL13304,Drosophila melanogaster,7227,NA,NA
GSE61375,GPL11154,Homo sapiens,9606,NA,NA
GSE61386,GPL19190,Diospyros lotus,55363,NA,NA
GSE61386,GPL19191,Diospyros lotus,55363,NA,NA
GSE61389,GPL13112,Mus musculus,10090,NA,NA
GSE61390,GPL11154,Homo sapiens,9606,NA,NA
GSE61390,GPL16791,Homo sapiens,9606,NA,NA
GSE61398,GPL16791,Homo sapiens,9606,NA,NA
GSE61401,GPL11002,Mus musculus,10090,NA,NA
GSE61405,GPL9115,Homo sapiens,9606,NA,NA
GSE61425,GPL13112,Mus musculus,10090,NA,NA
GSE61439,GPL17639,Arabidopsis thaliana,3702,NA,NA
GSE61444,GPL13112,Mus musculus,10090,NA,NA
GSE61470,GPL17021,Mus musculus,10090,NA,NA
GSE61474,GPL11154,Homo sapiens,9606,NA,NA
GSE61491,GPL11154,Homo sapiens,9606,NA,NA
GSE61505,GPL13112,Mus musculus,10090,NA,NA
GSE61515,GPL17303,Homo sapiens,9606,NA,NA
GSE61517,GPL11154,Homo sapiens,9606,NA,NA
GSE61517,GPL19205,Influenza A virus (A/Brisbane/10/2007(H3N2)),476294,NA,NA
GSE61517,GPL19206,Influenza A virus (A/Perth/16/2009(H3N2)),654811,NA,NA
GSE61517,GPL19207,Influenza A virus (A/Udorn/307/1972(H3N2)),381517,NA,NA
GSE61523,GPL13112,Mus musculus,10090,NA,NA
GSE61528,GPL14602,Mus musculus,10090,NA,NA
GSE61528,GPL16790,Mus musculus,10090,NA,NA
GSE61529,GPL11002,Mus musculus,10090,NA,NA
GSE61532,GPL13821,Saccharomyces cerevisiae,4932,NA,NA
GSE61532,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE61533,GPL17021,Mus musculus,10090,NA,NA
GSE61537,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE61544,GPL11154,Homo sapiens,9606,NA,NA
GSE61545,GPL13222,Arabidopsis thaliana,3702,NA,NA
GSE61549,GPL11154,Homo sapiens,9606,NA,NA
GSE61549,GPL15520,Homo sapiens,9606,NA,NA
GSE61549,GPL16791,Homo sapiens,9606,NA,NA
GSE61566,GPL11154,Homo sapiens,9606,NA,NA
GSE61574,GPL19212,Nicotiana attenuata,49451,NA,NA
GSE61577,GPL18635,Mus musculus,10090,NA,NA
GSE61581,GPL13657,Caenorhabditis elegans,6239,NA,NA
GSE61586,GPL11154,Homo sapiens,9606,NA,NA
GSE61602,GPL13112,Mus musculus,10090,NA,NA
GSE61606,GPL19215,[Candida] glabrata,5478,NA,NA
GSE61608,GPL13112,Mus musculus,10090,NA,NA
GSE61608,GPL9250,Mus musculus,10090,NA,NA
GSE61626,GPL11154,Homo sapiens,9606,NA,NA
GSE61627,GPL13112,Mus musculus,10090,NA,NA
GSE61661,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE61662,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
GSE61663,GPL17342,Saccharomyces cerevisiae,4932,NA,NA
