suppdata_id,Filter,human,nnet,Type,classifier
GSE70141_Ax2_10H_1_2_ChdC_12H_1_2_DESeq.results.genenames.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE70141_Ax2_10H_1_2_ChdC_12H_1_2_DESeq.results.genenames.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70228_ThermococcusIsoforms_exp.diff.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70283_cuffdiff_gene_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE70314_Gal474_cuffdiff_sictrl.1_siAtad2.1_gene_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70314_Gal476_cuffdiff_sictrl.1_siAtad2.1_transcript_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70314_Gal485_cuffdiff_sictrl.2_siAtad2.2_gene_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70314_Gal487_cuffdiff_sictrl.2_siAtad2.2_transcript_differential_expression_testing.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,basemean,uniform,uniform,uniform,human
GSE70382_DESeq_allresp_vs_nonresp.xlsx-sheet-Blad1,raw,conservative,conservative,conservative,human
GSE70488_Day_vs_Night_sSeq.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE70544_Normoxia_vs_Hypoxia_Gencode_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE70544_Normoxia_vs_Hypoxia_Rinn_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE70544_Vehicle_vs_Cytokine_Gencode_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE70544_Vehicle_vs_Cytokine_Rinn_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE70584_Liberman2015_sorted_CUFFLINKS_gene_exp.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70584_Liberman2015_Wholeroot_CUFFLINKS_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE70668_DD_gene_exp.diff.csv.gz,raw,conservative,conservative,conservative,human
GSE70699_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70711_IRF4hi.vs.IRF8hi.gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70711_IRF8cKO_GCBCell_RPKM_exp_1.csv.gz,raw,conservative,conservative,conservative,human
GSE70711_IRF8cKO_GCBCell_RPKM_exp_2.csv.gz,raw,conservative,conservative,conservative,human
GSE70728_KDM2B_RNAseq_DEG.diff.gz,raw,conservative,conservative,conservative,human
GSE70766_Differential_expression.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE70785_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE70806_rf6a_matrix.txt.gz,raw,conservative,conservative,conservative,human
GSE70815_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE70833_Rennoll_et_al_processed_data.xlsx-sheet-Cuffdiff,raw,conservative,conservative,conservative,human
GSE70860_DEaxons.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE70860_DEaxons.csv.gz,raw,spiky,uniform,spiky,human
GSE70860_DEsoma.csv.gz,basemean,other,other,other,human
GSE70860_DEsoma.csv.gz,raw,other,other,other,human
GSE70876_Additional_file_4.xls.gz,raw,anti-conservative,NA,anti-conservative,human
GSE71133_Supplementary_Table_2.xlsx-sheet-FC < 0,basemean,other,other,other,human
GSE71133_Supplementary_Table_2.xlsx-sheet-FC < 0,raw,uniform,other,uniform,human
GSE71133_Supplementary_Table_2.xlsx-sheet-FC > 0,basemean,other,uniform,other,human
GSE71133_Supplementary_Table_2.xlsx-sheet-FC > 0,raw,uniform,other,uniform,human
GSE71153_projectLindholmPerry_USDA0001AL_master_list.txt.gz,raw,spiky,uniform,spiky,human
GSE71159_E3KO_vs_EfCtrl_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE71159_ECtrl_vs_E3KO_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE71159_ECtrl_vs_EfCtrl_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE71164_SCR-static_vs_SCR-FSS.tabular.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE71164_SCR-static_vs_SH-EZH2-static.tabular.txt.gz,raw,conservative,bimodal,conservative,human
GSE71185_CHD8_CRISPR_RNASeq_Cuffdiff_PolyA.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71185_CHD8_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_NSR.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71185_NSD3_Knockdown_RNASeq_Cuffdiff_PolyA.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-geneExpDiffData,raw,bimodal,bimodal,bimodal,human
GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-isoformExpDiffData,raw,bimodal,bimodal,bimodal,human
GSE71281_G53_veh_vs_SAA_Th17_CuffDiff_Gene_Differential.txt.gz,raw,conservative,conservative,conservative,human
GSE71284_control_WT2_WT3_C1_C2_vs_truncation_3kb1_3kb2_100kb1_100kb2_CUFFDIFF_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE71295_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE71369_Processed_data_GRO_seq.xlsx-sheet-untethered_vs_tethered_RPM,raw,bimodal,other,bimodal,human
GSE71527_KO_naive_vs_KO_SNI_Sal.xlsx,raw,conservative,conservative,conservative,human
GSE71527_KO_SNI_Sal_vs_KO_SNI_DMI.xlsx,raw,conservative,conservative,conservative,human
GSE71527_WT_naive_vs_KO_naive.xlsx,raw,conservative,conservative,conservative,human
GSE71527_WT_naive_vs_WT_SNI_Sal.xlsx,raw,conservative,conservative,conservative,human
GSE71527_WT_SNI_DMI_vs_KO_SNI_DMI.xlsx,raw,conservative,conservative,conservative,human
GSE71527_WT_SNI_Sal_vs_KO_SNI_Sal.xlsx,raw,conservative,conservative,conservative,human
GSE71527_WT_SNI_Sal_vs_WT_SNI_DMI.xlsx,raw,conservative,conservative,conservative,human
GSE71539_TP0vsTP23_gene_results.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71539_TP0vsTP23_tag_results.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71609_2015_MZT.txt.gz-set-0,raw,bimodal,bimodal,bimodal,human
GSE71609_2015_MZT.txt.gz-set-1,raw,conservative,conservative,conservative,human
GSE71609_2015_MZT.txt.gz-set-2,raw,conservative,conservative,conservative,human
GSE71609_2015_MZT.txt.gz-set-3,raw,bimodal,bimodal,bimodal,human
GSE71609_2015_MZT.txt.gz-set-4,raw,bimodal,bimodal,bimodal,human
GSE71710_siDGCR8_v_siSCR_DESeq_gencode.all.symbol.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE71710_siDGCR8_v_siSCR_DESeq_gencode.all.symbol.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE71862_DeSeq2_MCF7_vs_MCF10A_foldchange.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71902_WILD-vs-CPH2.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71916_Expression_Cufflinks_siRbfox1_3+EGFP_compared_to_siNT+EGFP.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_C_compared_to_siRbfox1_3+EGFP.txt.gz,raw,other,other,other,human
GSE71916_Expression_Cufflinks_siRbfox1_3+Flag-Rbfox1_N_compared_to_siRbfox1_3+EGFP.txt.gz,raw,other,other,other,human
GSE71943_KO_vs_WT_diffGenes.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE71948_RNASeqProcessedDESeqData.txt.gz,basemean,other,other,other,human
GSE71948_RNASeqProcessedDESeqData.txt.gz,raw,conservative,conservative,conservative,human
GSE71988_gene_exp.diff.gz,raw,conservative,NA,conservative,human
GSE72059_21_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE72105_Differential_Gene_Expression_Summary_D0.txt.gz,raw,bimodal,conservative,bimodal,human
GSE72105_Differential_Gene_Expression_Summary_D6.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE72105_Differential_Gene_Expression_Summary_myotubes.txt.gz,raw,conservative,bimodal,conservative,human
GSE72105_Differential_Gene_Expression_Summary_usp10.txt.gz,raw,conservative,conservative,conservative,human
GSE72172_S2_vs_SIN3_187.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE72178_gene_exp.diff.txt.gz,raw,conservative,conservative,conservative,human
GSE72286_548B_Ter119+-gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72286_560I_Ter119+-gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72286_560I548B_Ter119-gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72286_560I548B_Ter119+gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72321_annotated_diffana_6-OHDA-6-OHDA_En.xlsx,basemean,other,other,other,human
GSE72321_annotated_diffana_6-OHDA-6-OHDA_En.xlsx,raw,conservative,conservative,conservative,human
GSE72321_annotated_diffana_gain-of-function_En1-ipsi-contra.xlsx,basemean,spiky,uniform,spiky,human
GSE72321_annotated_diffana_gain-of-function_En1-ipsi-contra.xlsx,raw,conservative,conservative,conservative,human
GSE72321_annotated_diffana_loss-of-function_En1LacZ-WT.xlsx,basemean,spiky,other,spiky,human
GSE72321_annotated_diffana_loss-of-function_En1LacZ-WT.xlsx,raw,conservative,conservative,conservative,human
GSE72341_DEseq_results.xlsx,basemean,spiky,spiky,spiky,human
GSE72341_DEseq_results.xlsx,raw,bimodal,bimodal,bimodal,human
GSE72390_DiffExpr_Location_7-12_vs_1-6_Oncorhynchus_keta_de_novo.xlsx,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE72390_DiffExpr_Location_7-12_vs_1-6_Oncorhynchus_keta_de_novo.xlsx,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE72491_PCBP2_KO_v_WT_DESeq_gencode.all.name.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE72491_PCBP2_KO_v_WT_DESeq_gencode.all.name.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE72560_Enteric_Glia.txt.gz,raw,conservative,conservative,conservative,human
GSE72712_ESCd_40-70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-d_lt40,raw,conservative,conservative,conservative,human
GSE72712_ESCd_40-70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_40-70_over_EST-u.cuffdiff,raw,conservative,conservative,conservative,human
GSE72712_ESCd_gt70_over_ESCd_40-70.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_40-70,raw,conservative,conservative,conservative,human
GSE72712_ESCd_gt70_over_ESCd_lt40.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-d_lt40,raw,conservative,conservative,conservative,human
GSE72712_ESCd_gt70_over_ESCu.cuffdiff.xlsx-sheet-EST-d_gt70_over_EST-u.cuffdiff,raw,conservative,conservative,conservative,human
GSE72712_ESCd_lt40_over_ESCu.cuffdiff.xlsx-sheet-EST-d_lt40_over_EST-u.cuffdiff,raw,conservative,conservative,conservative,human
GSE72761_DESeq_LS007-LS008-LS010_LS015-LS016-LS018_DEG_list.txt.gz,basemean,other,other,other,human
GSE72761_DESeq_LS007-LS008-LS010_LS015-LS016-LS018_DEG_list.txt.gz,raw,conservative,conservative,conservative,human
GSE72762_DEseq_LS023-LS024-LS025_LS030-LS031-LS032_DEG_list.txt.gz,basemean,other,other,other,human
GSE72762_DEseq_LS023-LS024-LS025_LS030-LS031-LS032_DEG_list.txt.gz,raw,conservative,conservative,conservative,human
GSE72764_DEseq_LS39-LS40-LS42_LS44-LS45-LS48_DEG_list.csv.gz,basemean,other,other,other,human
GSE72764_DEseq_LS39-LS40-LS42_LS44-LS45-LS48_DEG_list.csv.gz,raw,conservative,conservative,conservative,human
GSE72787_deseq2_closed_vs_open.tsv.gz,raw,spiky,other,spiky,human
GSE72806_CUFFDIFF_CONTROL_vs_HEAT_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE72806_CUFFDIFF_CONTROL_vs_SALT_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72806_CUFFDIFF_CONTROL_vs_SALT_HEAT_gene_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE72820_MDA1N-1P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA27N-27P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA2N-2P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA31N-31P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA33N-33P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA34N-34P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72820_MDA3N-3P_RPKM.xlsx.gz,raw,conservative,conservative,conservative,human
GSE72830_gene_exp.diff.gz,raw,bimodal,conservative,bimodal,human
GSE72830_tss_group_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72860_RNA-seq_log2fdc.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE72860_RNA-seq_log2fdc.txt.gz,raw,spiky,anti-conservative,spiky,human
GSE72860_RRBS_CpG_methylation_call.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE72917_DP1_WTvKO.txt.gz,raw,conservative,conservative,conservative,human
GSE72917_DP2_WTvKO.txt.gz,raw,conservative,conservative,conservative,human
GSE72917_KO_DP1vDP2.txt.gz,raw,conservative,conservative,conservative,human
GSE72917_WT_DP1vDP2.txt.gz,raw,conservative,conservative,conservative,human
GSE72947_Dm_sir2_RNA-seq.xlsx-sheet-Analyzed Genes,raw,conservative,conservative,conservative,human
GSE72994_cds_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72994_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72994_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE72994_promoters.diff.gz,raw,conservative,conservative,conservative,human
GSE72994_tss_group_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73077_fpkm_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73082_F_Sp5_PlusversusMinusDOX_ProcessedFiles.txt.gz,raw,bimodal,bimodal,bimodal,human
GSE73083_3F_Lef1_PlusversusMinusDOX_ProcessedFiles.txt.gz,raw,bimodal,conservative,bimodal,human
GSE73192_cds_chromosome_exp.diff.gz,raw,bimodal,bimodal,bimodal,human
GSE73192_cds_plasmid_exp.diff.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE73289_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73321_FW_VS_BW_expression_diff.txt.gz,raw,other,other,other,human
GSE73376_full_list_edgeR_annotated_DGCR8.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE73376_full_list_edgeR_annotated_RRP6.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE73615_cds_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73615_cds.diff.gz,raw,conservative,conservative,conservative,human
GSE73615_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73615_isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73615_promoters.diff.gz,raw,conservative,conservative,conservative,human
GSE73615_tss_group_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73678_Differential_gene_expression.xlsx.gz,raw,conservative,conservative,conservative,human
GSE73893_Results_DEXseq.txt.gz,raw,uniform,uniform,uniform,human
GSE73940_cuffdiff.gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73940_cuffdiff.isoform_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE73972_atxvsWT_gene_exp_diff.txt.gz,raw,bimodal,conservative,bimodal,human
GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74103_Tobacco_FS_v_WT_DESeq_refGene.all.annotated.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74103_Tobacco_G1_v_WT_DESeq_refGene.all.annotated.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74103_Tobacco_GS_v_WT_DESeq_refGene.all.annotated.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74131_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE74148_RNA-seq0415.xlsx-set-0,raw,conservative,conservative,conservative,human
GSE74148_RNA-seq0415.xlsx-set-1,raw,conservative,conservative,conservative,human
GSE74148_RNA-seq0415.xlsx-set-2,raw,conservative,bimodal,conservative,human
GSE74148_RNA-seq0415.xlsx-set-3,raw,bimodal,anti-conservative,bimodal,human
GSE74148_RNA-seq0415.xlsx-set-4,raw,bimodal,bimodal,bimodal,human
GSE74148_RNA-seq0415.xlsx-set-5,raw,conservative,conservative,conservative,human
GSE74168_expressed_transcripts_RNAseq_GLIrnai_posterior_midgut_EC.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74171_expressed_transcript_aging_RNAseq_posterior_midgut.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74176_wt-SPL_line1-SPL_annotated.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74196_SnapC_gene_exp.diff.gz,raw,conservative,conservative,conservative,human
GSE74220_Expression_of_Long_Non-Coding_RNAs_in_Control_and_IL1b_treated_human_chondrocytes.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74220_Expression_of_Protein_Coding_Genes_in_Control_and_IL1b_treated_human_chondrocytes.txt.gz,raw,conservative,conservative,conservative,human
GSE74381_gene_exp_control2vsZeb2cKO2diff.xlsx,raw,bimodal,bimodal,bimodal,human
GSE74554_Diff_All_genes_A30_C30.csv.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74554_Diff_All_genes_A30_C30.csv.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74868_ETS2_T72D_OE_Epi_RNAseq.txt.gz,raw,conservative,bimodal,conservative,human
GSE74886_processedFPKMS.xlsx,raw,bimodal,bimodal,bimodal,human
GSE74893_ctrl_and_Tsc1ckO_gene_exp.txt.gz,raw,conservative,conservative,conservative,human
GSE74920_SupplementalTable1.xlsx.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74920_SupplementalTable1.xlsx.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74920_SupplementalTable3.xlsx.gz,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74920_SupplementalTable3.xlsx.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74929_ANOVA_gene_rpkm.txt.gz-set-0,raw,other,other,other,human
GSE74929_ANOVA_gene_rpkm.txt.gz-set-1,raw,other,other,other,human
GSE74929_Diff_Exp.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74929_Diff_Exp.txt.gz-set-1,raw,anti-conservative,NA,anti-conservative,human
GSE74993_SupplementalTables.xlsx-sheet-Table S1,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74993_SupplementalTables.xlsx-sheet-Table S1,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE74993_SupplementalTables.xlsx-sheet-Table S3,basemean,anti-conservative,anti-conservative,anti-conservative,human
GSE74993_SupplementalTables.xlsx-sheet-Table S3,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_402.down.G166.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_402.up.G166.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_861.down.0827.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_861.down.G166.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_861.up.0827.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75147_regulated.phf5a_kd_861.up.G166.list.txt.gz,raw,anti-conservative,anti-conservative,anti-conservative,human
GSE75247_processed_data.txt.gz-set-0,raw,spiky,anti-conservative,spiky,human
