Accession,suppdata_id,instrument_model
GSE40187,GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,Illumina Genome Analyzer II
GSE115349,GSE115349_PD19_v_PD22.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE118656,GSE118656_schulman_acldl_v_veh_interaction_results-genelist_1_.csv.gz,Illumina HiSeq 2500
GSE115739,GSE115739_G3gg.gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_6-vs-36_0.txt.gz,Illumina HiSeq 2000
GSE109522,GSE109522_gene_exp.diff.gz,Illumina HiSeq 4000
GSE102842,GSE102842_Input_gfp-La_WT_vs_RNA_IP_gfp-La_WT.txt.gz,Illumina HiSeq 2500
GSE104560,GSE104560_WT_vs_Emerin_null_day_0_differentiation.xlsx-sheet-0six_gene_ann.diff,Illumina HiScanSQ
GSE84367,GSE84367_DEXseq-analysis_WT-ISCvsWT-EB.csv.gz,Illumina HiSeq 2500
GSE95337,GSE95337_DESeq_EH_Control.vs.dKO.res.txt.gz,Illumina HiSeq 2500
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Vehicle_12dP-MI_vs_Pre-MI,Illumina HiSeq 2000
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_vs_Pre-MI,Illumina HiSeq 2000
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Pre-MI,Illumina HiSeq 2000
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-Sfrp2_12dP-MI_v Vehicle_12dP-MI,Illumina HiSeq 2000
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Vehicle_12dP-MI,Illumina HiSeq 2000
GSE90615,GSE90615_DifferentialExpression.xlsx-sheet-1dP-MI_vs_Sfrp2_12dP-MI,Illumina HiSeq 2000
GSE77032,GSE77032_aza_vs_PBS.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE77675,GSE77675_Old_vs_Young_isoforms_expression.txt.gz,Illumina Genome Analyzer II
GSE74920,GSE74920_SupplementalTable1.xlsx.gz,Illumina HiSeq 2000
GSE72994,GSE72994_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE65487,GSE65487_deseq.rminus_rplus.ensembl.csv.gz,Illumina HiSeq 2000
GSE59017,GSE59017_gene_exp.diff.gz,Illumina Genome Analyzer IIx
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_exp,Illumina HiSeq 2500
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_fail,Illumina HiSeq 2500
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_lowdata,Illumina HiSeq 2500
GSE56966,GSE56966_IL6Ra_WT.xlsx.gz-sheet-gene_notest,Illumina HiSeq 2500
GSE55090,GSE55090_tss_group_exp.diff.txt.gz,Illumina HiSeq 2000
GSE42805,GSE42805_tss_group_exp.diff.gz,Illumina HiSeq 2000
GSE40187,GSE40187_gene_exp_diff_MG1_MG2_fromtophat120_cufflinks102_c0_081612.txt.gz,Illumina HiSeq 2000
GSE40187,GSE40187_gene_exp_diff_MG1_MG2_fromtophat120_cufflinks102_c0_081612.txt.gz,Illumina Genome Analyzer II
GSE115349,GSE115349_PD20_v_PD21.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE118552,GSE118552_sorted_results.csv.gz,Illumina Genome Analyzer IIx
GSE118656,GSE118656_schulman_gw_v_veh_interaction_results-genelist_1_.csv.gz,Illumina HiSeq 2500
GSE101833,GSE101833_ETS1_gene_exp_all.txt.gz,Illumina NextSeq 500
GSE115737,GSE115737_All_genes.xlsx,Illumina HiSeq 2000
GSE99803,GSE99803_Fundc1-MKO_VS_WT_fpkm_gene_exp.xlsx,Illumina HiSeq 4000
GSE97868,GSE97868_Suppl_Diff_Exp_Results_24_6-vs-72_0.txt.gz,Illumina HiSeq 2000
GSE96722,GSE96722_F1N-hippocampus_cuffdiff.xls.gz,Illumina HiSeq 2000
GSE106445,GSE106445_gene_exp.diff.xlsx,Illumina HiSeq 2500
GSE104560,GSE104560_WT_vs_Emerin_null_day_1_differentiation.xlsx-sheet-1six_gene_ann.diff,Illumina HiScanSQ
GSE82008,GSE82008_rTreg-aTreg-RPKM_log2FC_pval.txt.gz,Illumina HiSeq 2500
GSE85883,GSE85883_CM_L_expression.diff.xlsx-sheet-gene_exp,Illumina HiSeq 3000
GSE93870,GSE93870_processed_file.xlsx-sheet-293FT_ZIKV.Vs.293FT_Control.DES,Illumina NextSeq 500
GSE93870,GSE93870_processed_file.xlsx-sheet-BJ_ZIKV.Vs.BJ_Control.DESeq_Ana,Illumina NextSeq 500
GSE93870,GSE93870_processed_file.xlsx-sheet-CHME_ZIKV.Vs.CHME_Control.DESeq,Illumina NextSeq 500
GSE93870,GSE93870_processed_file.xlsx-sheet-THP1_ZIKV.Vs.THP1_Control.DESeq,Illumina NextSeq 500
GSE93870,GSE93870_processed_file.xlsx-sheet-ZIKV.Vs.Control.DESeq_Analysis_,Illumina NextSeq 500
GSE83406,GSE83406_gene_exp.diff.gz,Illumina HiSeq 2500
GSE79677,GSE79677_Crossbred_vs._Purebred_comparison_group.tabular.txt.gz,Illumina HiSeq 2000
GSE87167,GSE87167_all_genes.txt.gz,Illumina HiSeq 2500
GSE77032,GSE77032_aza_vs_vc.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE80349,GSE80349_results.txt.gz,AB SOLiD System
GSE74920,GSE74920_SupplementalTable3.xlsx.gz,Illumina HiSeq 2000
GSE73940,GSE73940_cuffdiff.gene_exp.diff.gz,Illumina HiScanSQ
GSE72994,GSE72994_promoters.diff.gz,Illumina HiSeq 2000
GSE65487,GSE65487_deseq.rminus_rplus.unknown.csv.gz,Illumina HiSeq 2000
GSE60642,GSE60642_AB056_2.xlsx.gz,Illumina HiSeq 2000
GSE59017,GSE59017_isoform_exp.diff.gz,Illumina Genome Analyzer IIx
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_exp,Illumina HiSeq 2500
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_fail,Illumina HiSeq 2500
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_lowdata,Illumina HiSeq 2500
GSE56966,GSE56966_MyD88_WT.xlsx.gz-sheet-gene_notest,Illumina HiSeq 2500
GSE51975,GSE51975_C_v_OVOL1_2_gene_exp.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD20_v_PD22.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE123656,GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,Illumina HiSeq 2500
GSE115950,GSE115950_DESeq2_genes_diffexp_by_fc_Migr_mLN_SPF_Tx_vs_Migr_pLN_SPF_Tx.csv.gz,Illumina HiSeq 2500
GSE119208,GSE119208_F613-TCS.txt.gz,Illumina HiSeq 2000
GSE118656,GSE118656_schulman_kla_v_veh_interaction_results-genelist_2_.csv.gz,Illumina HiSeq 2500
GSE116866,GSE116866_murine_3group_normalized_matrix.csv.gz,Illumina HiSeq 2500
GSE97868,GSE97868_Suppl_Diff_Exp_Results_36_0-vs-72_0.txt.gz,Illumina HiSeq 2000
GSE104560,GSE104560_WT_vs_Emerin_null_day_2_differentiation.xlsx-sheet-2six_gene_ann.diff,Illumina HiScanSQ
GSE98467,GSE98467_RNA-Seq_CB15N_vs_CJW5477_expression_data.txt.gz,Illumina HiSeq 2000
GSE87824,GSE87824_processed_data.xlsx,Illumina HiSeq 2000
GSE95850,GSE95850_RUCA-I_WT_vs_miR-203_KO_gene_expression.csv.gz,Illumina HiSeq 2500
GSE79677,GSE79677_One_by_one_comparisons.tabular.txt.gz,Illumina HiSeq 2000
GSE83828,GSE83828_Gene_expression_data.xlsx,Illumina MiSeq
GSE77032,GSE77032_combo_vs_PBS.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE76868,GSE76868_Table_S1_RNA-seq.xlsx,Illumina Genome Analyzer II
GSE73940,GSE73940_cuffdiff.isoform_exp.diff.gz,Illumina HiScanSQ
GSE72994,GSE72994_tss_group_exp.diff.gz,Illumina HiSeq 2000
GSE71527,GSE71527_KO_SNI_Sal_vs_KO_SNI_DMI.xlsx,Illumina HiSeq 2000
GSE65487,GSE65487_deseq.rplus_gplus.ensembl.csv.gz,Illumina HiSeq 2000
GSE60641,GSE60641_AB03_2.xlsx.gz,Illumina HiSeq 2000
GSE65025,GSE65025_WT-HSF_gene_exp.diff.gz,Illumina Genome Analyzer
GSE51975,GSE51975_C_v_OVOL1_2_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE54440,GSE54440_WT_Z2_RNAseq_rep2.txt.gz,Illumina HiSeq 2000
GSE46066,GSE46066_ICRFVsDMSO.txt.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD21_v_PD22.batch2.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE118108,GSE118108_4groups_gene_exp.diff.gz,Illumina NextSeq 500
GSE109540,GSE109540_RNAseq.csv.gz,Illumina HiSeq 4000
GSE115950,GSE115950_DESeq2_genes_diffexp_by_fc_Migr_mLN_SPF_vs_Migr_pLN_SPF.csv.gz,Illumina HiSeq 2500
GSE84699,GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,Illumina HiSeq 2000
GSE84699,GSE84699_RNAseq_cpx_vs_dmso_DESeq2.txt.gz,HiSeq X Ten
GSE79776,GSE79776_Veh_V_EGF_DESeq_Results.txt.gz,Illumina Genome Analyzer II
GSE109582,GSE109582_DESeq_results.csv.gz,Illumina HiSeq 2000
GSE114034,GSE114034_processed_data.txt.gz,Illumina HiSeq 2500
GSE106150,GSE106150_data3_fc2_raw.p.xlsx-sheet-kegg_genes,Illumina HiSeq 2500
GSE107661,GSE107661_D4117_WT_GYM.txt.gz,Illumina HiSeq 2500
GSE104560,GSE104560_WT_vs_Emerin_null_day_3_differentiation.xlsx-sheet-3six_gene_ann.diff,Illumina HiScanSQ
GSE87456,GSE87456_HypoxiaSQ20B_ExpressionData.txt.gz,Illumina HiSeq 2000
GSE85883,GSE85883_C_DL_expression.diff.xlsx-sheet-gene_exp,Illumina HiSeq 3000
GSE93314,GSE93314_E10_G1_vs_S_0.085_.txt.gz,Illumina HiSeq 2500
GSE77032,GSE77032_combo_vs_aza.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE70766,GSE70766_Differential_expression.txt.gz,Illumina HiSeq 2000
GSE71527,GSE71527_KO_naive_vs_KO_SNI_Sal.xlsx,Illumina HiSeq 2000
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-geneExpDiffData,Illumina MiSeq
GSE71252,GSE71252_Akdogan_RNASeq_Cuffdiff_JUL232015.xlsx-sheet-isoformExpDiffData,Illumina MiSeq
GSE65487,GSE65487_deseq.rplus_gplus.unknown.csv.gz,Illumina HiSeq 2000
GSE61351,GSE61351_Cont_ComparedTo_PTH_D28_CuffDiffAnalysis1.xls.gz,Illumina HiSeq 2000
GSE65024,GSE65024_WT-bhlh_gene_exp.diff.gz,Illumina Genome Analyzer
GSE57396,GSE57396_Cuttdiff_cds_exp.diff.txt.gz,Illumina HiSeq 2000
GSE51975,GSE51975_C_v_OVOL1_gene_exp.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD28_v_PD29.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE118108,GSE118108_PreVPost_gene_exp.diff.gz,Illumina NextSeq 500
GSE84699,GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,Illumina HiSeq 2000
GSE84699,GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,HiSeq X Ten
GSE106488,GSE106488_gene_exp.diff.gz,Illumina NextSeq 500
GSE109510,GSE109510_Differential_Normalized_Counts.txt.gz,Illumina HiSeq 2500
GSE104560,GSE104560_WT_vs_Emerin_null_day_4_differentiation.xlsx-sheet-4six_gene_ann.diff,Illumina HiScanSQ
GSE94501,GSE94501_cuffdiff_gene_exp_diff.txt.gz,Illumina MiSeq
GSE93314,GSE93314_E10_S_vs_G1_0.085_.txt.gz,Illumina HiSeq 2500
GSE84301,GSE84301_Pub_vs_Prepub.Differential_analysis_results.txt.gz,Illumina HiSeq 4000
GSE86187,GSE86187_p0wt-ko-gene_exp.diff.gz,AB SOLiD System
GSE80503,GSE80503_RNASeqProcessedDESeqData.xlsx,Illumina Genome Analyzer II
GSE93280,GSE93280_gene_exp.diff.gz,Illumina HiSeq 2000
GSE77032,GSE77032_combo_vs_vc.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE61969,GSE61969_gene_exp.diff.gz,Illumina HiSeq 2000
GSE72059,GSE72059_21_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE69721,GSE69721_UP-_and_Down-regulated_genes.txt.gz,Illumina HiSeq 2500
GSE71527,GSE71527_WT_SNI_DMI_vs_KO_SNI_DMI.xlsx,Illumina HiSeq 2000
GSE67335,GSE67335_LEF1_Th1.Vs.pMIG_Th1.DESeq_Analysis_DE_Genes.txt.gz,Illumina HiSeq 2500
GSE65022,GSE65022_cuffdiff-WT_CD_gene_exp.diff.gz,Illumina Genome Analyzer
GSE59705,GSE59705_DEXseqresultstable.txt.gz,Illumina HiSeq 2000
GSE59705,GSE59705_DEXseqresultstable.txt.gz,Illumina Genome Analyzer IIx
GSE51975,GSE51975_C_v_OVOL1_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD28_v_PD30.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE109582,GSE109582_cuffdiff_101817_gene_exp.csv.gz,Illumina HiSeq 2000
GSE111294,GSE111294_female_gene_exp.diff.gz,Illumina NextSeq 500
GSE92611,GSE92611_2h_gene_exp.diff.gz,Illumina HiSeq 2000
GSE104560,GSE104560_WT_vs_Emerin_null_day_Proliferation.xlsx-sheet-psix_gene_ann.diff,Illumina HiScanSQ
GSE85883,GSE85883_M_DL_expression.diff.xlsx-sheet-gene_exp,Illumina HiSeq 3000
GSE93314,GSE93314_E10_vs_E11_G1_0.085_.txt.gz,Illumina HiSeq 2500
GSE93206,GSE93206_Processed_data_files.xlsx,Illumina HiSeq 4000
GSE86187,GSE86187_p6wt-ko_gene_exp.diff.gz,AB SOLiD System
GSE87635,GSE87635_CNOT3KO-WT.txt.gz,Illumina HiSeq 2500
GSE76865,GSE76865_gene_exp.diff.gz,Illumina HiSeq 2500
GSE77032,GSE77032_vc_vs_PBS.gene_exp.tsv.gz,Illumina HiSeq 2500
GSE76771,GSE76771_ALL_gene_expression.txt.gz,Illumina HiSeq 2000
GSE71527,GSE71527_WT_SNI_Sal_vs_KO_SNI_Sal.xlsx,Illumina HiSeq 2000
GSE68806,GSE68806_Galaxy_data_Cuffdiff.txt.gz,Illumina HiSeq 2000
GSE64757,GSE64757_All_FPKMs_GEO.csv.gz,Illumina HiSeq 2000
GSE41766,GSE41766_PRE1-Ox_IBH1-Ox_vs_IBH1-Ox.txt.gz,Illumina HiSeq 2000
GSE54433,GSE54433_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE51975,GSE51975_C_v_OVOL2_gene_exp.diff.gz,Illumina HiSeq 2000
GSE37682,GSE37682_RAW.txt.gz,Illumina Genome Analyzer IIx
GSE115349,GSE115349_PD28_v_PD31.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE119332,GSE119332_control_vs_rraga_mutants_analyzed.xlsx.gz,Illumina HiSeq 2000
GSE107498,GSE107498_Supplementary_FIle_1_Sleuth_results.xlsx.gz-sheet-Sleuth Results,Illumina HiSeq 2000
GSE107052,GSE107052_processed_statistics_etc.txt.gz,Illumina HiSeq 2500
GSE110677,GSE110677_HMEC_RNAseq.DiffGeneExp.tdt.txt.gz,Illumina HiSeq 4000
GSE92611,GSE92611_4h_gene_exp.diff.gz,Illumina HiSeq 2000
GSE103949,GSE103949_Liver-RNASeq.diff.gz,Illumina HiSeq 2500
GSE90969,GSE90969_Master_Deseq_EMC3_AT2.xlsx-sheet-Sheet1,Illumina HiSeq 2500
GSE93314,GSE93314_E10_vs_E11_S_0.085_.txt.gz,Illumina HiSeq 2500
GSE93280,GSE93280_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE76864,GSE76864_gene_exp.diff.gz,Illumina HiSeq 2500
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_gene_exp.diff.gz,Illumina HiSeq 2500
GSE55682,GSE55682_16h.xls.gz,Illumina HiSeq 2000
GSE71527,GSE71527_WT_SNI_Sal_vs_WT_SNI_DMI.xlsx,Illumina HiSeq 2000
GSE67334,GSE67334_TFH.Vs.TH1.DESeq_Analysis_DE_Genes.txt.gz,AB 5500 Genetic Analyzer
GSE58326,GSE58326_gene_exp.txt.gz,Illumina HiSeq 2000
GSE51975,GSE51975_C_v_OVOL2_isoform_exp.diff.gz,Illumina HiSeq 2000
GSE44536,GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009338,Illumina HiSeq 2000
GSE44536,GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009339,Illumina HiSeq 2000
GSE44536,GSE44536_GEO_Processed_file_excel.xlsx.gz-sheet-FPKM_NC_009340,Illumina HiSeq 2000
GSE115349,GSE115349_PD29_v_PD30.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE111294,GSE111294_male_gene_exp.diff.gz,Illumina NextSeq 500
GSE93314,GSE93314_E11_G1_vs_S_0.085_.txt.gz,Illumina HiSeq 2500
GSE87398,GSE87398_gene_exp.diff.gz,Illumina MiSeq
GSE84606,GSE84606_gene_exp.diff.gz,Illumina HiSeq 2500
GSE71539,GSE71539_TP0vsTP23_gene_results.txt.gz,Illumina HiSeq 2500
GSE77499,GSE77499_Dd2CQ_Dd2_3D7_isoform_exp.diff.gz,Illumina HiSeq 2500
GSE55682,GSE55682_20h.xls.gz,Illumina HiSeq 2000
GSE71527,GSE71527_WT_naive_vs_KO_naive.xlsx,Illumina HiSeq 2000
GSE63810,GSE63810_BCKO_RNASeq_Data.xlsx-sheet-GenesDiffExp,Illumina HiSeq 2500
GSE58495,GSE58495_diffexp_LSK.txt.gz,Illumina HiSeq 2000
GSE115349,GSE115349_PD29_v_PD31.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE99490,GSE99490_gene_exp.diff.gz,Illumina HiSeq 2500
GSE87855,GSE87855_gene_exp.diff.gz,Illumina HiSeq 2500
GSE67745,GSE67745_Eutrema_salsugineum_SH_YK.xlsx,454 GS FLX
GSE93314,GSE93314_E11_S_vs_G1_0.085_.txt.gz,Illumina HiSeq 2500
GSE99096,GSE99096_Yang_Processed_data_Oxidative_Stress.xlsx,Illumina HiSeq 2500
GSE95108,GSE95108_DEtest_wo_wt1.xlsx-sheet-DEtest,Illumina HiSeq 2500
GSE63224,GSE63224_All_unigene_expression.txt.gz,Illumina HiSeq 2000
GSE71539,GSE71539_TP0vsTP23_tag_results.txt.gz,Illumina HiSeq 2500
GSE55682,GSE55682_24h.xls.gz,Illumina HiSeq 2000
GSE71527,GSE71527_WT_naive_vs_WT_SNI_Sal.xlsx,Illumina HiSeq 2000
GSE48671,GSE48671_all.GeneDiffExp.txt.gz,Illumina HiSeq 2000
GSE61238,GSE61238_gene_exp.diff.gz,Illumina HiSeq 2500
GSE36781,GSE36781_gene_exp_diff.txt.gz,Illumina HiSeq 2000
GSE41908,GSE41908_E11.5_E13.5f_cuffdiff1.2.txt.gz,Illumina HiSeq 2000
GSE40478,GSE40478_output_score.txt.gz,AB SOLiD 4 System
GSE34097,GSE34097_aff2_genes_cufflinks.txt.gz,Illumina Genome Analyzer IIx
GSE115349,GSE115349_PD30_v_PD31.batch3.novel.gene_exp.diff.txt.gz,Illumina HiSeq 2500
GSE118994,GSE118994_DESeq2_delta-espL_vs_wt.csv.gz,Illumina HiSeq 2500
GSE116776,GSE116776_KO_vs_WT.txt.gz,Illumina HiSeq 2500
GSE93990,GSE93990_gene_exp.diff.gz,Illumina HiSeq 2500
GSE108836,GSE108836_gene_expSC_DC.txt.gz,Illumina HiSeq 2000
GSE104065,GSE104065_NSCs_E12KOvsWt_DESeq.txt.gz,Illumina HiSeq 4000
GSE98219,GSE98219_PAS_seq_all_gene_expression.xlsx-sheet-all_gene_list,Illumina Genome Analyzer II
GSE84933,GSE84933_gene_exp.diff.gz,Illumina HiSeq 3000
GSE81043,GSE81043_sh109_final_unique_DESeq_InfFixed_DiffExp.xlsx.gz,Illumina HiSeq 2500
GSE79408,GSE79408_gene_exp.diff.gz,Illumina HiSeq 2000
GSE54641,GSE54641_DESeq.txt.gz,Illumina HiSeq 2000
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-4-5-2016_gran_v_iRed.csv,Illumina HiSeq 2500
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Up,Illumina HiSeq 2500
GSE81913,GSE81913_iRed_over_disGran_foldchange.xlsx.gz-sheet-Down,Illumina HiSeq 2500
GSE83555,GSE83555_WT-KO-mm9-gene_exp.txt.gz,Illumina HiSeq 2500
GSE80301,GSE80301_col_rep1_mom1_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE55682,GSE55682_48h.xls.gz,Illumina HiSeq 2000
GSE70711,GSE70711_IRF4hi.vs.IRF8hi.gene_exp.diff.gz,Illumina HiSeq 2500
GSE65328,GSE65328_A17_6V.tab.gz,AB 5500xl Genetic Analyzer
GSE66793,GSE66793_cmp1-3-geo-gene.tsv.gz,Illumina HiSeq 2000
GSE57227,GSE57227_PHH_GW_vs_DMSO_RNA_seq_gene_exp.diff.gz,Illumina HiSeq 2000
GSE41908,GSE41908_E11.5_E13.5m_cuffdiff1.2.txt.gz,Illumina HiSeq 2000
GSE34097,GSE34097_aff3_genes_cufflinks.txt.gz,Illumina Genome Analyzer IIx
GSE111126,GSE111126_Mutt110_vs_Wt.txt.gz,Illumina HiSeq 2500
GSE89796,GSE89796_161107_Supplementary_Information_FD2MinDiffExp.txt.gz,Illumina HiSeq 2000
GSE89796,GSE89796_161107_Supplementary_Information_FD2MinDiffExp.txt.gz,Illumina HiSeq 2000
GSE102872,GSE102872_DESeq_12h_vs_0h.csv.gz,Illumina HiSeq 2000
GSE108836,GSE108836_gene_expSS_DS.txt.gz,Illumina HiSeq 2000
GSE104065,GSE104065_NSCs_E47KOvsWt_DESeq.txt.gz,Illumina HiSeq 4000
GSE90712,GSE90712_Thy1_positive_E_Cad_positive_vs_Thy1_positive_E_Cad_negative.DESeq2_Results.tsv.gz,Illumina NextSeq 500
GSE54641,GSE54641_cuffdiff2_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE80301,GSE80301_col_rep1_nrpe1_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE55682,GSE55682_Baf250a6days.csv.gz,Illumina HiSeq 2000
GSE70711,GSE70711_IRF8cKO_GCBCell_RPKM_exp_1.csv.gz,Illumina HiSeq 2500
GSE41908,GSE41908_E9.5_E11.5_cuffdiff1.2.txt.gz,Illumina HiSeq 2000
GSE34097,GSE34097_aff4_genes_cufflinks.txt.gz,Illumina Genome Analyzer IIx
GSE111126,GSE111126_Mutt110_vs_Wtcu.txt.gz,Illumina HiSeq 2500
GSE89796,GSE89796_161107_Supplementary_Information_FD2ProDiffExp.txt.gz,Illumina HiSeq 2000
GSE89796,GSE89796_161107_Supplementary_Information_FD2ProDiffExp.txt.gz,Illumina HiSeq 2000
GSE108094,GSE108094_gene_exp.diff.gz,Illumina HiSeq 2000
GSE120844,GSE120844_DEG_CTRL_IFNG.txt.gz,Illumina HiSeq 4000
GSE102595,GSE102595_SupplementalTable_Expression_and_SplicingChanges.xlsx-sheet-Splicing_allDEXseq3rep3cond,Illumina HiSeq 2000
GSE110445,GSE110445_rpoN_RNA_seq_analyzed.txt.gz,Illumina HiSeq 2000
GSE102872,GSE102872_DESeq_12h_vs_3h.csv.gz,Illumina HiSeq 2000
GSE108836,GSE108836_gene_expSS_SC.txt.gz,Illumina HiSeq 2000
GSE86460,GSE86460_EVI1_vs_EVI1GATA2.gene_exp.diff.gz,Illumina HiSeq 2500
GSE101898,GSE101898_Galaxy122-_CellXtype_QKO_vs_QT7_.tabular.txt.gz,Illumina HiSeq 2000
GSE84492,GSE84492_Kdm5c_def_mouse_expression_values.txt.gz,Illumina HiSeq 2500
GSE81123,GSE81123_Poplar_RNAseq_data.ods.txt.gz,Illumina HiSeq 2500
GSE82210,GSE82210_cuffdiff_lncOL1KO_vs_Ctrl.gene.fpkm.txt.gz,Illumina HiSeq 2000
GSE87398,GSE87398_genes_group_exp.diff.gz,Illumina MiSeq
GSE78902,GSE78902_DEseq_DB001-DB004_DB002-DB003_DEG_list.csv.gz,Illumina HiSeq 2000
GSE80301,GSE80301_col_rep1_pial1pial2_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE70711,GSE70711_IRF8cKO_GCBCell_RPKM_exp_2.csv.gz,Illumina HiSeq 2500
GSE59481,GSE59481_PIG_vs_GFP_DE_genes.txt.gz,Illumina HiSeq 2500
GSE61491,GSE61491_CHDKD_differential_expression.txt.gz,Illumina HiSeq 2000
GSE111126,GSE111126_Wtcu_vs_Wt.txt.gz,Illumina HiSeq 2500
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,Illumina HiSeq 2000
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,Illumina HiSeq 2000
GSE120844,GSE120844_DEG_CTRL_POMALYST.txt.gz,Illumina HiSeq 4000
GSE102546,GSE102546_cuffdiff.gene_exp.diff.gz,Illumina NextSeq 500
GSE102872,GSE102872_DESeq_3h_vs_0h.csv.gz,Illumina HiSeq 2000
GSE101898,GSE101898_Galaxy123-_CellXtype_QKO_vs_QT7L1_.tabular.txt.gz,Illumina HiSeq 2000
GSE92874,GSE92874_RNA.txt.gz,Illumina HiSeq 2500
GSE77769,GSE77769_RNA_diff_final.txt.gz,Illumina HiSeq 2500
GSE91075,GSE91075_gene_exp_WT1_KO1.txt.gz,Illumina HiSeq 1000
GSE81007,GSE81007_cds.diff.gz,Illumina HiSeq 2500
GSE72764,GSE72764_DEseq_LS39-LS40-LS42_LS44-LS45-LS48_DEG_list.csv.gz,Illumina HiSeq 2000
GSE80301,GSE80301_col_rep2_mom1_gene_exp.diff.txt.gz,Illumina HiSeq 2000
GSE67063,GSE67063_gene_exp.diff.gz,Illumina HiSeq 2000
GSE72560,GSE72560_Enteric_Glia.txt.gz,Illumina HiSeq 2000
GSE69113,GSE69113_AIPVUIP_differential_expression.txt.gz,Illumina HiSeq 2000
GSE59020,GSE59020_ETS1_gene_exp_all.diff.gz,Illumina HiSeq 2000
GSE47095,GSE47095_splicing_diff.txt.gz,Illumina HiSeq 2000
GSE43194,GSE43194_E11_ICR_abundance_rep1.txt.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_cds.diff.gz,Illumina HiSeq 2000
GSE37703,GSE37703_hiseq_cuffdiff_cds.diff.gz,Illumina MiSeq
GSE89796,GSE89796_161107_Supplementary_Information_hMSCProDiffExp.txt.gz,Illumina HiSeq 2000
GSE89796,GSE89796_161107_Supplementary_Information_hMSCProDiffExp.txt.gz,Illumina HiSeq 2000
GSE120844,GSE120844_DEG_CTRL_POMIFNG.txt.gz,Illumina HiSeq 4000
GSE102546,GSE102546_deseq2.results.csv.gz,Illumina NextSeq 500
