PubMedIds,citations
29961578,9
30014852,6
29024780,6
29343504,6
28729663,30
28680106,42
28813171,5
28886383,77
28637693,6
28283662,48
28111004,21
26856248,12
27956497,13
27984744,12
27738172,25
27251289,75
25843708,58
24462290,42
25079557,386
24107992,277
24065768,30
29945183,0
30813567,1
30537512,26
30390632,0
30251953,3
29463850,56
29483269,62
29109117,4
28931805,10
28990928,20
28694333,8
28433707,0
28285905,66
28346453,25
27852218,10
27573426,41
27570066,62
27662090,123
27457949,43
25862761,27
25795716,33
25970251,51
26002231,10
25921068,624
20851470,38
29766641,14
30245212,21
29463564,15
29317475,4
29330289,3
29042517,6
28615380,6
27091726,10
28522526,10
28258196,12
28174132,21
28408401,41
28027300,10
26886795,50
26510133,15
25905671,20
25480985,73
24511118,36
24685159,59
24393626,18
25288398,44
23704208,45
30299256,2
30143481,15
30076146,1
29248441,12
29563328,5
29033352,18
28192422,41
27810956,4
27520449,20
26475108,16
26489894,11
24591591,23
25242334,186
24369346,11
24079702,2
23861491,37
23236365,21
