Accession,suppdata_id,Type,pi0,Type_after_filter,pi0_after_filter
GSE123554,GSE123554_payelg_WT_HNS_gene_exp_Final.xlsx-sheet-Sheet1,bimodal,NA,NA,NA
GSE122679,GSE122679_cufflinks_HNPC_v_GBM_comparison.xlsx,bimodal,NA,NA,NA
GSE60538,GSE60538_CuffDiff-Data_TSS.txt.gz,conservative,NA,NA,NA
GSE107578,GSE107578_gene_exp.diff.gz,conservative,NA,NA,NA
GSE99522,GSE99522_cds_exp.diff.gz,conservative,NA,NA,NA
GSE110327,GSE110327_differential_expression.txt.gz,other,NA,anti-conservative,0.9037591826195186
GSE110334,GSE110334_NSMRep2_gene_exp.diff.gz,conservative,NA,NA,NA
GSE101643,GSE101643_Z-STIM_vs_WT-STIM_diffexp.txt.gz,other,NA,NA,NA
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-2,spiky,NA,anti-conservative,0.5809026915963045
GSE101234,GSE101234_LargeRNA.shL3.50_100hrs.293T.shR6.50_100hrs.HeyA8.xlsx.gz-set-3,spiky,NA,anti-conservative,0.5521410693045357
GSE95629,GSE95629_OvpvsCtrl.Differential_analysis_results_processed_data_.txt.gz,conservative,NA,NA,NA
GSE81100,GSE81100_old_ARSER_output.txt.gz,bimodal,NA,NA,NA
GSE66155,GSE66155_regulation.txt.gz,conservative,NA,NA,NA
GSE81007,GSE81007_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE65406,GSE65406_gld1_vs_tumorfed_DESeq.csv.gz,conservative,NA,other,NA
GSE49147,GSE49147_ESC_KO_vs_WT.txt.gz,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round1,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round2,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round3,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round4,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round5,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round6,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round7,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round8,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round9,conservative,NA,NA,NA
GSE46323,GSE46323_A_adipose_gene_exp_simluation_10M.xls.gz-sheet-adipose_10M_round10,conservative,NA,NA,NA
GSE36005,GSE36005_sus_gene.diff.gz,bimodal,NA,NA,NA
GSE32038,GSE32038_cds_exp.diff.gz,conservative,NA,NA,NA
GSE99522,GSE99522_gene_exp.diff.gz,conservative,NA,NA,NA
GSE110334,GSE110334_NSMRep3_gene_exp.diff.gz,conservative,NA,NA,NA
GSE101232,GSE101232_LargeRNA.CD95L.50hrs.HeyA8.xlsx.gz,bimodal,NA,NA,NA
GSE89549,GSE89549_gene_exp.xlsx,conservative,NA,NA,NA
GSE78878,GSE78878_30Cvs30P_score.txt.gz,bimodal,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-2.5hr_RNA-Seq.xlsx-sheet-gene_exp,bimodal,NA,NA,NA
GSE65406,GSE65406_tumorfed_vs_tumorfast_DESeq.csv.gz,conservative,NA,other,NA
GSE63555,GSE63555_Ago2_immunoprecipitation_cuffdiff_fpkm.txt.gz,conservative,NA,NA,NA
GSE49147,GSE49147_iPS_PF1_vs_PF2.txt.gz,conservative,NA,NA,NA
GSE33782,GSE33782_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE32038,GSE32038_gene_exp.diff.gz,conservative,NA,NA,NA
GSE103923,GSE103923_Unstr_DE_All_WT_vs_MUT_NormCounts.txt.gz,conservative,NA,other,NA
GSE109754,GSE109754_gene_exp.diff.gz,conservative,NA,NA,NA
GSE99522,GSE99522_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE112778,GSE112778_WT_KO_TFH_CD2AP_Differential.txt.gz,conservative,NA,NA,NA
GSE90022,GSE90022_gene_exp.diff.gz,conservative,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.FGSC,bimodal,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.GV Oocyte,bimodal,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-FGSC.vs.GV Oocyte,bimodal,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-PGC.vs.MII Oocyte,bimodal,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-FGSC.vs.MII Oocyte,bimodal,NA,NA,NA
GSE75738,GSE75738_Prof.Wu_group2-1.xlsx-sheet-GV Oocyte.vs.MII Oocyte,bimodal,NA,NA,NA
GSE94843,GSE94843_cuffdiff_mock_vs_lox.txt.gz,conservative,NA,NA,NA
GSE81007,GSE81007_promoters.diff.gz,conservative,NA,NA,NA
GSE78878,GSE78878_30CvsN2C_score.txt.gz,bimodal,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-2hr_RNA-Seq.xlsx-sheet-C2vWT-2hr genes,bimodal,NA,NA,NA
GSE65406,GSE65406_youngadults_vs_gld1_DESeq.csv.gz,conservative,NA,anti-conservative,0.9974072724395815
GSE61033,GSE61033_DE_exonWT_vs_exonKOnoRN.txt.gz,bimodal,NA,anti-conservative,0.7143263850120617
GSE58609,GSE58609_MEF_WT_DKO.deseq.txt.gz-set-0,conservative,NA,NA,NA
GSE58609,GSE58609_MEF_WT_DKO.deseq.txt.gz-set-1,conservative,NA,NA,NA
GSE71948,GSE71948_RNASeqProcessedDESeqData.txt.gz,conservative,NA,other,NA
GSE63555,GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,conservative,NA,NA,NA
GSE49147,GSE49147_iPS_TTF1_vs_TTF2.txt.gz,conservative,NA,NA,NA
GSE53022,GSE53022_mt_vs_wt.DESeq.txt.gz,conservative,NA,other,NA
GSE33782,GSE33782_isoform_exp.diff.txt.gz,conservative,NA,NA,NA
GSE99522,GSE99522_promoters.diff.gz,conservative,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_long_cuffdiff_out.txt.gz,conservative,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_Ketamine.xlsx,uniform,NA,NA,NA
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,conservative,NA,NA,NA
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,conservative,NA,NA,NA
GSE81007,GSE81007_splicing.diff.gz,conservative,NA,NA,NA
GSE78878,GSE78878_30PvsN2P_score.txt.gz,bimodal,NA,NA,NA
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,conservative,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,bimodal,NA,NA,NA
GSE79680,GSE79680_Heat_shock_table.csv.gz,conservative,NA,NA,NA
GSE64854,GSE64854_cds.diff.gz,conservative,NA,NA,NA
GSE61033,GSE61033_DE_intronWT_vs_intronKOnoRN.txt.gz,bimodal,NA,anti-conservative,0.8592586632543647
GSE65321,GSE65321_RNASeqProcessedDESeqData.txt.gz,bimodal,NA,NA,NA
GSE69175,GSE69175_gene_exp.txt.gz,conservative,NA,NA,NA
GSE32038,GSE32038_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE109753,GSE109753_gene_exp.diff.gz,conservative,NA,NA,NA
GSE99522,GSE99522_splicing.diff.gz,conservative,NA,NA,NA
GSE99263,GSE99263_RNA-seq_RPKM_HCT-116_siAPC_vs_untreated_cuffDiff.txt.gz,bimodal,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_mRNA_cuffdiff_out.txt.gz,conservative,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_L803.xlsx,uniform,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,conservative,NA,NA,NA
GSE81007,GSE81007_tss_group_exp.diff.gz,conservative,NA,NA,NA
GSE78878,GSE78878_N2CvsN2P_score.txt.gz,spiky,NA,NA,NA
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,conservative,NA,NA,NA
GSE76151,GSE76151_A1_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,bimodal,NA,NA,NA
GSE64854,GSE64854_cds_exp.diff.gz,conservative,NA,NA,NA
GSE65321,GSE65321_RNASeqProcessedDESeqData_GSM1631482-GSM1631483.txt.gz,conservative,NA,NA,NA
GSE109065,GSE109065_Root_Cuffdiff_result.txt.gz,conservative,NA,NA,NA
GSE122665,GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,conservative,NA,NA,NA
GSE117433,GSE117433_37flow_v_GSE117433_RTflow.RNAseqgene_exp.diff.gz,other,NA,NA,NA
GSE99522,GSE99522_tss_group_exp.diff.gz,conservative,NA,NA,NA
GSE89319,GSE89319_4hpf_gene_exp.diff.gz,conservative,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_short_cuffdiff_out.txt.gz,conservative,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_siGsk3b.xlsx,uniform,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,conservative,NA,NA,NA
GSE81059,GSE81059_cns-control_vs_cns-hh.csv.gz,conservative,NA,other,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-0,conservative,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-1,conservative,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-2,conservative,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-3,bimodal,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-4,bimodal,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-5,conservative,NA,NA,NA
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,conservative,NA,NA,NA
GSE76151,GSE76151_A2B1A1_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE79779,GSE79779_gene_exp.diff.gz,conservative,NA,NA,NA
GSE64854,GSE64854_gene_exp.diff.gz,conservative,NA,NA,NA
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,conservative,NA,NA,NA
GSE52367,GSE52367_Cuflinks_2338_2339.txt.gz,conservative,NA,NA,NA
GSE89319,GSE89319_5hpf_gene_exp.diff.gz,conservative,NA,NA,NA
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,conservative,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,conservative,NA,NA,NA
GSE61336,GSE61336_results_167_vs_WTL.txt.gz,bimodal,NA,anti-conservative,0.41887711506681796
GSE81059,GSE81059_cns-control_vs_cns-ptc.csv.gz,conservative,NA,other,NA
GSE76151,GSE76151_A2B1_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE64854,GSE64854_isoform_exp.diff.gz,conservative,NA,NA,NA
GSE76232,GSE76232_isoforms.diff_exp_ann_result.xls.gz,conservative,NA,NA,NA
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,conservative,NA,NA,NA
GSE58405,GSE58405_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE51847,GSE51847_Expression_table_LE-2_x_HR-3.txt.gz,conservative,NA,NA,NA
GSE100908,GSE100908_Gene_expression_HP_vs_LP.xlsx,bimodal,NA,NA,NA
GSE100908,GSE100908_Gene_expression_SHP_vs_SLP.xlsx,conservative,NA,NA,NA
GSE101664,GSE101664_Darz2r_gene_exp.diff.gz,conservative,NA,NA,NA
GSE101664,GSE101664_Dmel2r_gene_exp.diff.gz,conservative,NA,NA,NA
GSE101664,GSE101664_Dmoj2r_gene_exp.diff.gz,conservative,NA,NA,NA
GSE102421,GSE102421_isoform_exp.diff.xlsx,conservative,NA,NA,NA
GSE107671,GSE107671_abundance.xlsx-set-0,bimodal,NA,NA,NA
GSE108676,GSE108676_Human_gene_exp.diff.gz,conservative,NA,NA,NA
GSE108676,GSE108676_Monkey_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE109844,GSE109844_CD4low_vs_murine_N_CD4_diff.xls.gz,other,NA,uniform,NA
GSE111082,GSE111082_Mouse_EV_N2NL_DESeq2.txt.gz,other,NA,anti-conservative,0.8397053974416478
GSE113240,GSE113240_eworo_vs_OreR_gene_exp_diff_Cuffdiff.txt.gz,conservative,NA,NA,NA
GSE123017,GSE123017_IMCD3_gene_exp_diff.csv.gz,conservative,NA,NA,NA
GSE123017,GSE123017_RPE1_gene_exp_diff.csv.gz,conservative,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_cds_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_cds.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_isoform_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_promoters.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_splicing.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_tss_group_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_cds_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_cds.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_gene_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_isoform_exp.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_promoters.diff.gz,bimodal,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_splicing.diff.gz,conservative,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_tss_group_exp.diff.gz,bimodal,NA,NA,NA
GSE40187,GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,conservative,NA,NA,NA
GSE40187,GSE40187_gene_exp_diff_MG1_MG2_fromtophat120_cufflinks102_c0_081612.txt.gz,conservative,NA,NA,NA
GSE44233,GSE44233_processed_data.txt.gz,spiky,NA,anti-conservative,0.7178048784929355
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz-set-0,bimodal,NA,anti-conservative,0.6595851133827642
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,spiky,NA,NA,NA
GSE59705,GSE59705_DEXseqresultstable.txt.gz,other,NA,NA,NA
GSE63161,GSE63161_diff-Gene-list.txt.gz,spiky,NA,NA,NA
GSE66767,GSE66767_CD34_cord_blood.EET.txt.gz,spiky,NA,NA,NA
GSE66767,GSE66767_U937.EET.txt.gz,spiky,NA,NA,NA
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-0,other,NA,NA,NA
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-1,other,NA,NA,NA
GSE68176,GSE68176_Camfl1.gene_exp.diff.gz,spiky,NA,NA,NA
GSE72860,GSE72860_RNA-seq_log2fdc.txt.gz,spiky,NA,anti-conservative,0.6427714453031776
GSE72860,GSE72860_RRBS_CpG_methylation_call.txt.gz,bimodal,NA,NA,NA
GSE78711,GSE78711_gene.exp.all.txt.gz,spiky,NA,NA,NA
GSE84699,GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,spiky,NA,anti-conservative,0.18876070519816648
GSE84875,GSE84875_human_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE84875,GSE84875_mouse_gene_exp.diff.txt.gz,conservative,NA,NA,NA
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,spiky,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_FD2MinDiffExp.txt.gz,conservative,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_FD2ProDiffExp.txt.gz,conservative,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,conservative,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_hMSCProDiffExp.txt.gz,conservative,NA,NA,NA
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,spiky,NA,NA,NA
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,spiky,NA,NA,NA
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,conservative,NA,NA,NA
GSE99304,GSE99304_U2OSSGcuffdiff.txt.gz,bimodal,NA,NA,NA
GSE100578,GSE100578_jmjc_vs_WT.txt.gz,anti-conservative,0.627261944618777,anti-conservative,0.42504654860506746
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-0,anti-conservative,0.7621840209762883,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-1,anti-conservative,0.7621840209762883,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-2,anti-conservative,0.30769971615654507,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-3,anti-conservative,0.16056795105888705,NA,NA
GSE99944,GSE99944_Digo_expression_SD-T50nM_SD-Ctrl.csv.gz,anti-conservative,0.4779246566169501,anti-conservative,0.3351123520083351
GSE81059,GSE81059_cns-control_vs_head-control.csv.gz,anti-conservative,0.5073772441727004,anti-conservative,0.12517570234755415
GSE80348,GSE80348_20160316_6h_wt_vs_mu.xlsx,anti-conservative,0.5234880316359088,NA,NA
GSE57217,GSE57217_bck1wt_geneexp_diff.txt.gz,anti-conservative,0.725781259970872,NA,NA
GSE41367,GSE41367_japonica_soap.expr.txt.gz,anti-conservative,0.2895092376742401,NA,NA
GSE100355,GSE100355_Diff_mcPC_VSMC.txt.gz,anti-conservative,0.2648570782155187,anti-conservative,0.11397226206998706
GSE75510,GSE75510_diffExonExprZH1vsB6.txt.gz,anti-conservative,0.9384983693841565,NA,NA
GSE41367,GSE41367_remanei_gns.expr.txt.gz,anti-conservative,0.26601393613175955,NA,NA
GSE75510,GSE75510_diffExonExprZH3vsB6.txt.gz,anti-conservative,0.9147113640834832,NA,NA
GSE57217,GSE57217_mkk2wt_geneexp_diff.txt.gz,anti-conservative,0.8016980678691439,NA,NA
GSE41367,GSE41367_remanei_soap.expr.txt.gz,anti-conservative,0.25386002719869544,NA,NA
GSE101342,GSE101342_All_Genes_LincDUSP_V481_cells_DESeq2.csv.gz,anti-conservative,0.45691026444424515,anti-conservative,0.20188197177161227
GSE93827,GSE93827_LMP1_2a_vs_GFP.txt.gz,anti-conservative,0.5076763724916529,anti-conservative,0.27368765971597686
GSE43189,GSE43189_processed_h99_rim101.csv.gz,anti-conservative,0.4640635598811383,NA,NA
GSE101342,GSE101342_All_Genes_LincDUSP_V703_cells_DESeq2.csv.gz,anti-conservative,0.5968717954205597,anti-conservative,0.3704916457527643
GSE107419,GSE107419_DEG_N_vs_ESC_DEseq.xlsx,anti-conservative,0.2426340455048503,NA,NA
GSE93313,GSE93313_DESeq_2Dvs3D.txt.gz,anti-conservative,0.7742802856532172,anti-conservative,0.4232927672343942
GSE93877,GSE93877_NB4_RNASeq_ATRA.txt.gz,anti-conservative,0.8419891957633918,anti-conservative,0.750774610715994
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-24M.xls.gz,anti-conservative,0.6236541331430212,anti-conservative,0.4786342041373453
GSE57217,GSE57217_mpk1wt_geneexp_diff.txt.gz,anti-conservative,0.7693893146233269,NA,NA
GSE103415,GSE103415_DESeq2_genes_diffexp_by_fc_wildtype_vs_knockout.xls.gz,anti-conservative,0.420029668061264,anti-conservative,0.36149953078502206
GSE107419,GSE107419_DEG_P_vs_N_DEseq.xlsx,anti-conservative,0.4727690063859199,NA,NA
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,anti-conservative,0.6695881091041871,anti-conservative,0.34318705915826314
GSE93877,GSE93877_NB4_RNASeq_DMSO.txt.gz,anti-conservative,0.9503476322842302,anti-conservative,0.9291275938608222
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-2,anti-conservative,0.2467535812744118,NA,NA
GSE87448,GSE87448_AKT_vs_CTRL_at_2fold-p005-4433_genes.txt.gz-set-3,anti-conservative,0.23060957821211545,NA,NA
GSE53040,GSE53040_wtDMSOvswtXP13.txt.gz,anti-conservative,0.6938682962514783,NA,NA
GSE69110,GSE69110_d2GFP_vs_d2Sox9OE.deseq.res.csv.gz,anti-conservative,0.5784693194333541,anti-conservative,0.276124061605399
GSE61915,GSE61915_FilteredDifferentialExpression_min_10reads_3M-29M.xls.gz,anti-conservative,0.7988833985007695,anti-conservative,0.6915377443176208
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_15_vs_O2_15.csv.gz,anti-conservative,0.9195979192590611,other,NA
GSE107419,GSE107419_DEG_Prl_vs_N_DEseq.xlsx,anti-conservative,0.4548381529003089,NA,NA
GSE93313,GSE93313_DESeq_3DvsTranswell.txt.gz,anti-conservative,0.7922431393844869,anti-conservative,0.5536803756064189
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-1,anti-conservative,0.14576618544553013,NA,NA
GSE87448,GSE87448_KRAS_vs_CTRL_at_2fold-p005-4238_genes.txt.gz-set-3,anti-conservative,0.2222012492942066,NA,NA
GSE75878,GSE75878_promoters.diff.gz,anti-conservative,0.4373592179024403,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_mLN-GF_vs_mLN-SPF.csv.gz,anti-conservative,0.738584483549233,anti-conservative,0.5346745760765159
GSE114463,GSE114463_DESeq2_genes_diffexp_by_fc_N2_60_vs_O2_60.csv.gz,anti-conservative,0.5907011768664241,anti-conservative,0.41931606267856203
GSE113900,GSE113900_Significant_genes.xlsx.gz,anti-conservative,0.15450752536487095,NA,NA
GSE107419,GSE107419_DEG_Prl_vs_P_DEseq.xlsx,anti-conservative,0.4965322282491782,NA,NA
GSE100990,GSE100990_RNA_Seq_Nr4a1_CDKO_HSC_DESeq2_output.txt.gz,anti-conservative,0.3758182181752197,anti-conservative,0.21655129817730456
GSE106693,GSE106693_Control_v_zfp-1-1RNAi.xlsx,anti-conservative,0.9359878822431908,anti-conservative,0.9914487552733181
GSE75878,GSE75878_splicing.diff.gz,anti-conservative,0.38135940158073645,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_mLN-GF.csv.gz,anti-conservative,0.7554271463793256,anti-conservative,0.5446982551908621
GSE102300,GSE102300_diffexpr-results.csv.gz,anti-conservative,0.5292373145167548,anti-conservative,0.35114122085867006
GSE74929,GSE74929_Diff_Exp.txt.gz,anti-conservative,0.22391784780441934,NA,NA
GSE40948,GSE40948_NPC_vs_ESC_2replicates_result_10.transcript_summary.tsv.gz,anti-conservative,0.4774923001641981,NA,NA
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-GF_vs_pLN-SPF.csv.gz,anti-conservative,0.887925372871029,anti-conservative,0.7691402555259985
GSE104604,GSE104604_EIF5A_RNA-seq_genes.xls.gz,anti-conservative,0.6851964275966557,anti-conservative,0.523568273330959
GSE75833,GSE75833_DESeq-processed_FB.control_vs_BR.txt.gz,anti-conservative,0.5964779566688373,anti-conservative,0.1422502318521519
GSE79435,GSE79435_DESeq2_genes_diffexp_by_fc_pLN-SPF_vs_mLN-SPF.csv.gz,anti-conservative,0.7133138348779664,anti-conservative,0.5843104375321517
GSE87495,GSE87495_results_dds_gencode22.csv.gz,anti-conservative,0.3401706522557032,anti-conservative,0.14995474181928528
GSE39812,GSE39812_FB_result_transcript_summary.tsv.txt.gz,anti-conservative,0.6537885788842909,NA,NA
GSE108157,GSE108157_huHrt_ICM.v.NICM_diffexp.xlsx,anti-conservative,0.9797666460477517,NA,NA
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,anti-conservative,0.5080225162506882,anti-conservative,0.3194453603642785
GSE83134,GSE83134_RYBPfl.DESeq2.Output.txt.gz-set-0,anti-conservative,0.9172025357865515,anti-conservative,0.9904929960774811
GSE66822,GSE66822_PRMT5-vs-WT_SC-mrna_counts.txt.gz,anti-conservative,0.834799843134787,anti-conservative,0.7372733031506653
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19hi TRC,anti-conservative,0.3892204428851642,anti-conservative,0.15862183648833322
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Ccl19lo TRC,anti-conservative,0.720851908023536,anti-conservative,0.445161011578674
GSE112903,GSE112903_Table_S2_Ccl19hi_TRC_Ccl19lo_TRC_Cxcl9_TRC.xlsx-sheet-Cxcl9+ TRC,anti-conservative,0.7227767981154193,anti-conservative,0.5107039033268401
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,anti-conservative,0.6130065139833552,anti-conservative,0.32770805106265666
GSE106371,GSE106371_SupplementalTableS1_counts.txt.gz,anti-conservative,0.5793060689783786,anti-conservative,0.31833093158346354
GSE112903,GSE112903_Table_S3_MRC.xlsx,anti-conservative,0.6530815552814797,anti-conservative,0.3432701320978695
GSE92720,GSE92720_Control_H32.xls.gz,anti-conservative,0.5811377156683161,NA,NA
GSE112903,GSE112903_Table_S4_PvC.xlsx,anti-conservative,0.6761030252511763,anti-conservative,0.3033102419814739
GSE87706,GSE87706_SM_vs_RODI.txt.gz,anti-conservative,0.2707925134875127,anti-conservative,0.13441670097310335
GSE112903,GSE112903_Table_S5_CD34+_SC.xlsx,anti-conservative,0.5943813128298047,anti-conservative,0.3010493806579278
GSE106860,GSE106860_processed_data.txt.gz,anti-conservative,0.21469989441706178,NA,NA
GSE91388,GSE91388_DESeq2_output.txt.gz,anti-conservative,0.4577702432614821,anti-conservative,0.4185559765701665
GSE112903,GSE112903_Table_S6_Inmt+_SC.xlsx,anti-conservative,0.5906779827077887,anti-conservative,0.3350954328088142
GSE74171,GSE74171_expressed_transcript_aging_RNAseq_posterior_midgut.txt.gz,anti-conservative,0.5143975692622471,NA,NA
GSE60968,GSE60968_VEC_vs_CRE_DE.txt.gz,anti-conservative,0.3791609091407188,NA,NA
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ SC,anti-conservative,0.5210329324208058,anti-conservative,0.2194049495368407
GSE112903,GSE112903_Table_S7_Nr4a1+_SC.xlsx-sheet-Nr4a1+ Inmt+ SC,anti-conservative,0.605510687844382,anti-conservative,0.26948006567317356
