Accession,suppdata_id,Type,pi0,SRP,pi01,fp,rs,ud
GSE65406,GSE65406_youngadults_vs_gld1_DESeq.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE61033,GSE61033_DE_exonWT_vs_exonKOnoRN.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE58609,GSE58609_MEF_WT_DKO.deseq.txt.gz-set-0,conservative,NA,NA,NA,NA,NA,NA
GSE58609,GSE58609_MEF_WT_DKO.deseq.txt.gz-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE71948,GSE71948_RNASeqProcessedDESeqData.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE63555,GSE63555_Gene_expression_cuffdiff_fpkm.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE49147,GSE49147_iPS_TTF1_vs_TTF2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE53022,GSE53022_mt_vs_wt.DESeq.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE33782,GSE33782_isoform_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99522,GSE99522_promoters.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_long_cuffdiff_out.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_Ketamine.xlsx,uniform,NA,NA,NA,NA,NA,NA
GSE94843,GSE94843_cuffdiff_mock_vs_mnv.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE80597,GSE80597_Processed_data_cuffdiff_output.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81007,GSE81007_splicing.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE78878,GSE78878_30PvsN2P_score.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE86077,GSE86077_N2_EVvs28_D4.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3.5hr_RNA-Seq.xlsx-sheet-gene_exp,bimodal,NA,NA,NA,NA,NA,NA
GSE79680,GSE79680_Heat_shock_table.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE64854,GSE64854_cds.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE61033,GSE61033_DE_intronWT_vs_intronKOnoRN.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE65321,GSE65321_RNASeqProcessedDESeqData.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE69175,GSE69175_gene_exp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE32038,GSE32038_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE109753,GSE109753_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99522,GSE99522_splicing.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99263,GSE99263_RNA-seq_RPKM_HCT-116_siAPC_vs_untreated_cuffDiff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_mRNA_cuffdiff_out.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_L803.xlsx,uniform,NA,NA,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_12hpi.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81007,GSE81007_tss_group_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE78878,GSE78878_N2CvsN2P_score.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE86077,GSE86077_glp-1_EVvs28_D4.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76151,GSE76151_A1_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79286,GSE79286_CYC2vsWT_Conj-3hr_RNA-Seq.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE64854,GSE64854_cds_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE65321,GSE65321_RNASeqProcessedDESeqData_GSM1631482-GSM1631483.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE109065,GSE109065_Root_Cuffdiff_result.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE122665,GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE117433,GSE117433_37flow_v_GSE117433_RTflow.RNAseqgene_exp.diff.gz,other,NA,NA,NA,NA,NA,NA
GSE99522,GSE99522_tss_group_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE89319,GSE89319_4hpf_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86907,GSE86907_Ooi_lab_M_musculus_wt_and_drosha_short_cuffdiff_out.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84302,GSE84302_CTRL_vs_siGsk3b.xlsx,uniform,NA,NA,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_16hpi.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE81059,GSE81059_cns-control_vs_cns-hh.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-0,conservative,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-1,conservative,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-2,conservative,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-3,bimodal,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-4,bimodal,NA,NA,NA,NA,NA,NA
GSE74148,GSE74148_RNA-seq0415.xlsx-set-5,conservative,NA,NA,NA,NA,NA,NA
GSE83601,GSE83601_All_genes_in_controls_and_PTSD.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76151,GSE76151_A2B1A1_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE79779,GSE79779_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE64854,GSE64854_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep1.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE52367,GSE52367_Cuflinks_2338_2339.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE89319,GSE89319_5hpf_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE82164,GSE82164_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE94967,GSE94967_cds_exp.diff_A_B_CDS.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE94821,GSE94821_cuffdiff_mock_vs_20hpi.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE61336,GSE61336_results_167_vs_WTL.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE81059,GSE81059_cns-control_vs_cns-ptc.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76151,GSE76151_A2B1_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE64854,GSE64854_isoform_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE76232,GSE76232_isoforms.diff_exp_ann_result.xls.gz,conservative,NA,NA,NA,NA,NA,NA
GSE66232,GSE66232_B-ALL_Cuffdiff_Trim33.1271_rep2.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE58405,GSE58405_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE51847,GSE51847_Expression_table_LE-2_x_HR-3.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE100908,GSE100908_Gene_expression_HP_vs_LP.xlsx,bimodal,NA,NA,NA,NA,NA,NA
GSE100908,GSE100908_Gene_expression_SHP_vs_SLP.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE101664,GSE101664_Darz2r_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101664,GSE101664_Dmel2r_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE101664,GSE101664_Dmoj2r_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE102421,GSE102421_isoform_exp.diff.xlsx,conservative,NA,NA,NA,NA,NA,NA
GSE107671,GSE107671_abundance.xlsx-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE108676,GSE108676_Human_gene_exp.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE108676,GSE108676_Monkey_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE109844,GSE109844_CD4low_vs_murine_N_CD4_diff.xls.gz,other,NA,NA,NA,NA,NA,NA
GSE111082,GSE111082_Mouse_EV_N2NL_DESeq2.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE113240,GSE113240_eworo_vs_OreR_gene_exp_diff_Cuffdiff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE123017,GSE123017_IMCD3_gene_exp_diff.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE123017,GSE123017_RPE1_gene_exp_diff.csv.gz,conservative,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_cds_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_cds.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_isoform_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_promoters.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_splicing.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_hiseq_cuffdiff_tss_group_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_cds_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_cds.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_gene_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_isoform_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_promoters.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_splicing.diff.gz,conservative,NA,NA,NA,NA,NA,NA
GSE37703,GSE37703_miseq_cuffdiff_tss_group_exp.diff.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE40187,GSE40187_gene_exp_diff_Control_NXD30001_fromtophat120_cufflinks102_c0_081612.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE40187,GSE40187_gene_exp_diff_MG1_MG2_fromtophat120_cufflinks102_c0_081612.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE44233,GSE44233_processed_data.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE50198,GSE50198_Tet2kd_vs_v6.5_DESeq_results.txt.gz-set-0,bimodal,NA,NA,NA,NA,NA,NA
GSE58052,GSE58052_N.winogradskyi_co-culture_over_single-culture.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE59705,GSE59705_DEXseqresultstable.txt.gz,other,NA,NA,NA,NA,NA,NA
GSE63161,GSE63161_diff-Gene-list.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE66767,GSE66767_CD34_cord_blood.EET.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE66767,GSE66767_U937.EET.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-0,other,NA,NA,NA,NA,NA,NA
GSE67654,GSE67654_RNA-seq.xlsx.gz-sheet-Sheet1-set-1,other,NA,NA,NA,NA,NA,NA
GSE68176,GSE68176_Camfl1.gene_exp.diff.gz,spiky,NA,NA,NA,NA,NA,NA
GSE72860,GSE72860_RNA-seq_log2fdc.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE72860,GSE72860_RRBS_CpG_methylation_call.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE78711,GSE78711_gene.exp.all.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE84699,GSE84699_RNAseq_pcbp1kd_vs_control_DESeq2.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE84875,GSE84875_human_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE84875,GSE84875_mouse_gene_exp.diff.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE86239,GSE86239_ETS2shRNA_gene_exp.diff.gz,spiky,NA,NA,NA,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_FD2MinDiffExp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_FD2ProDiffExp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_hMSCMinDiffExp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE89796,GSE89796_161107_Supplementary_Information_hMSCProDiffExp.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE91001,GSE91001_Galaxy255-AveragedPerCRNAseqData.tabular.txt.gz,spiky,NA,NA,NA,NA,NA,NA
GSE91001,GSE91001_PerC_RNAseq_averageddata.xls.gz-sheet-diffexp_rerun,spiky,NA,NA,NA,NA,NA,NA
GSE92887,GSE92887_mouse_PC_hypox_vs_normox_FPKM.txt.gz,conservative,NA,NA,NA,NA,NA,NA
GSE99304,GSE99304_U2OSSGcuffdiff.txt.gz,bimodal,NA,NA,NA,NA,NA,NA
GSE100578,GSE100578_jmjc_vs_WT.txt.gz,anti-conservative,0.6810882548108826,NA,NA,NA,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-0,anti-conservative,0.6678963428519379,NA,NA,NA,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-1,anti-conservative,0.6678963428519379,NA,NA,NA,NA,NA
GSE118334,GSE118334_Wnt11_WK_RNAseq_DiffExp.txt.gz-set-3,anti-conservative,0.1457447464103038,NA,NA,NA,NA,NA
GSE99944,GSE99944_Digo_expression_SD-T50nM_SD-Ctrl.csv.gz,anti-conservative,0.5376137494978429,NA,NA,NA,NA,NA
GSE81059,GSE81059_cns-control_vs_head-control.csv.gz,anti-conservative,0.47326743197278914,NA,NA,NA,NA,NA
GSE80348,GSE80348_20160316_6h_wt_vs_mu.xlsx,anti-conservative,0.6272534890573518,NA,NA,NA,NA,NA
GSE100355,GSE100355_Diff_mcPC_VSMC.txt.gz,anti-conservative,0.22094403359810097,NA,NA,NA,NA,NA
GSE75510,GSE75510_diffExonExprZH1vsB6.txt.gz,anti-conservative,0.9845722300140253,NA,NA,NA,NA,NA
GSE75510,GSE75510_diffExonExprZH3vsB6.txt.gz,anti-conservative,0.9469252670771177,NA,NA,NA,NA,NA
GSE107419,GSE107419_DEG_N_vs_ESC_DEseq.xlsx,anti-conservative,0.191894852135816,NA,NA,NA,NA,NA
GSE93313,GSE93313_DESeq_2Dvs3D.txt.gz,anti-conservative,0.7243555712853182,NA,NA,NA,NA,NA
GSE107419,GSE107419_DEG_P_vs_N_DEseq.xlsx,anti-conservative,0.5323571428571429,NA,NA,NA,NA,NA
GSE93313,GSE93313_DESeq_2DvsTranswell.txt.gz,anti-conservative,0.6242728330424665,NA,NA,NA,NA,NA
GSE69110,GSE69110_d2GFP_vs_d2Sox9OE.deseq.res.csv.gz,anti-conservative,0.6972793719545208,NA,NA,NA,NA,NA
GSE107419,GSE107419_DEG_Prl_vs_N_DEseq.xlsx,anti-conservative,0.5087148469670173,NA,NA,NA,NA,NA
GSE93313,GSE93313_DESeq_3DvsTranswell.txt.gz,anti-conservative,0.7695286782076605,NA,NA,NA,NA,NA
GSE107419,GSE107419_DEG_Prl_vs_P_DEseq.xlsx,anti-conservative,0.5665560260959139,NA,NA,NA,NA,NA
GSE100990,GSE100990_RNA_Seq_Nr4a1_CDKO_HSC_DESeq2_output.txt.gz,anti-conservative,0.4052030582861682,NA,NA,NA,NA,NA
GSE102300,GSE102300_diffexpr-results.csv.gz,anti-conservative,0.6120744511613109,NA,NA,NA,NA,NA
GSE74929,GSE74929_Diff_Exp.txt.gz,anti-conservative,0.2852246296976374,NA,NA,NA,NA,NA
GSE40948,GSE40948_NPC_vs_ESC_2replicates_result_10.transcript_summary.tsv.gz,anti-conservative,0.46625919519023423,NA,NA,NA,NA,NA
GSE75833,GSE75833_DESeq-processed_FB.control_vs_BR.txt.gz,anti-conservative,0.5747555422855863,NA,NA,NA,NA,NA
GSE39812,GSE39812_FB_result_transcript_summary.tsv.txt.gz,anti-conservative,0.7743398088136096,NA,NA,NA,NA,NA
GSE93547,GSE93547_LMvsWTM_cleaned_deseq2.csv.gz,anti-conservative,0.4622181941769571,NA,NA,NA,NA,NA
GSE83134,GSE83134_RYBPfl.DESeq2.Output.txt.gz-set-0,anti-conservative,0.9679011533209391,NA,NA,NA,NA,NA
GSE66822,GSE66822_PRMT5-vs-WT_SC-mrna_counts.txt.gz,anti-conservative,0.8634691421695032,NA,NA,NA,NA,NA
GSE94280,GSE94280_DESeq2_results_Y_vs_O.txt.gz,anti-conservative,0.7606625029937913,NA,NA,NA,NA,NA
GSE106371,GSE106371_SupplementalTableS1_counts.txt.gz,anti-conservative,0.6313203834849715,NA,NA,NA,NA,NA
GSE87706,GSE87706_SM_vs_RODI.txt.gz,anti-conservative,0.23595100864553312,NA,NA,NA,NA,NA
GSE74171,GSE74171_expressed_transcript_aging_RNAseq_posterior_midgut.txt.gz,anti-conservative,0.544572507651234,NA,NA,NA,NA,NA
GSE59715,GSE59715_finalHiCRNAseqTable.csv.gz,anti-conservative,0.6758675940424602,NA,NA,NA,NA,NA
GSE49587,GSE49587_ORvSmn_DEUtable.txt.gz,anti-conservative,0.9300360327040218,NA,NA,NA,NA,NA
GSE119046,GSE119046_rpoS819_vs_wtrpoS.csv.gz,anti-conservative,0.4933730947647449,NA,NA,NA,NA,NA
GSE74168,GSE74168_expressed_transcripts_RNAseq_GLIrnai_posterior_midgut_EC.txt.gz,anti-conservative,0.4606464825372225,NA,NA,NA,NA,NA
GSE57482,GSE57482_output_score.txt.gz,anti-conservative,0.2658087996360564,NA,NA,NA,NA,NA
GSE118217,GSE118217_AN_vs_AW.xlsx.gz,anti-conservative,0.8585365853658536,NA,NA,NA,NA,NA
GSE108732,GSE108732_DEseq2-F.xlsx-sheet-DEseq2 output,anti-conservative,0.8293013026560649,NA,NA,NA,NA,NA
GSE89238,GSE89238_SET2_KO_DESeq2_output.txt.gz,anti-conservative,0.8355927097454436,NA,NA,NA,NA,NA
GSE108732,GSE108732_DEseq2-NF.csv.gz,anti-conservative,0.8377281947261663,NA,NA,NA,NA,NA
GSE86054,GSE86054_gene_expression.txt.gz,anti-conservative,0.944769598847542,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_IFMWT_03d.txt.gz,anti-conservative,0.76301345075095,NA,NA,NA,NA,NA
GSE117978,GSE117978_groupBvsgroupA.complete.txt.gz,anti-conservative,0.9536213862016332,NA,NA,NA,NA,NA
GSE86301,GSE86301_shCdGAP_vs_shCtl_fpkm_counts.txt.gz,anti-conservative,0.7630263216896104,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_AretIR_03d_vs_salm_ko.txt.gz,anti-conservative,0.6029255319148936,NA,NA,NA,NA,NA
GSE98888,GSE98888_DESeq2data.xlsx,anti-conservative,0.9307023844024714,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_AretIR_30h_vs_IFMWT_30h.txt.gz,anti-conservative,0.7642542230148115,NA,NA,NA,NA,NA
GSE60191,GSE60191_RNA_halflives.xlsx.gz-sheet-Tabelle1,anti-conservative,0.19797306677773152,NA,NA,NA,NA,NA
GSE68998,GSE68998_DiffExpDeseq2_mdx2_NOut_3.6.14.csv.gz,anti-conservative,0.7169359025254222,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_AretIR_72h_vs_IFMWT_72h.txt.gz,anti-conservative,0.7356010341712613,NA,NA,NA,NA,NA
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-0,anti-conservative,0.03726027397260274,NA,NA,NA,NA,NA
GSE87089,GSE87089_Supplementary_data.xls.gz-sheet-differentially expressed genes-set-1,anti-conservative,0.007667871617920911,NA,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Unsorted,anti-conservative,0.651105963804821,NA,NA,NA,NA,NA
GSE85627,GSE85627_mDUX-mESC.xlsx.gz-sheet-Sorted,anti-conservative,0.58844629035303,NA,NA,NA,NA,NA
GSE77077,GSE77077_HT_data_36hpf.xls.gz,anti-conservative,0.42125143701757267,NA,NA,NA,NA,NA
GSE105064,GSE105064_Treat_vs_control_diff.txt.gz,anti-conservative,0.9037710716090211,NA,NA,NA,NA,NA
GSE63707,GSE63707_DEXSeqResults_salm_ko_vs_IFMWT_03d.txt.gz,anti-conservative,0.7500546252706435,NA,NA,NA,NA,NA
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-0,anti-conservative,0.6219875776397515,NA,NA,NA,NA,NA
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-1,anti-conservative,0.5076790280288594,NA,NA,NA,NA,NA
GSE111379,GSE111379_3chemos.80hrs.HeyA8.xlsx-sheet-All chemo samples.csv-set-2,anti-conservative,0.6214243072483956,NA,NA,NA,NA,NA
GSE98091,GSE98091_siHOTAIR-vs-siNC.diff.txt.gz,anti-conservative,0.6519020947878664,NA,NA,NA,NA,NA
GSE122483,GSE122483_ren_gene.description.txt.gz,anti-conservative,0.4295349662761803,NA,NA,NA,NA,NA
GSE103537,GSE103537_CD4low_GSE71645_diff.txt.gz,anti-conservative,0.309666584405137,NA,NA,NA,NA,NA
GSE79143,GSE79143_SNPCountsTable.txt.gz,anti-conservative,0.4312579535278315,NA,NA,NA,NA,NA
GSE106568,GSE106568_WT_vs_ibm1.txt.gz,anti-conservative,0.8437857633325704,NA,NA,NA,NA,NA
GSE113519,GSE113519_condition.DESeq2_results_allgenes.csv.gz,anti-conservative,0.49652916500199756,NA,NA,NA,NA,NA
GSE83736,GSE83736_DESeq2.Vav.KO.C_vs_Vav.WT.C.txt.gz,anti-conservative,0.6312190461824672,NA,NA,NA,NA,NA
GSE93774,GSE93774_Full_gene_list-Control_vs_KO.csv.gz,anti-conservative,0.6909377299484916,NA,NA,NA,NA,NA
GSE99231,GSE99231_293_DESEQ2.txt.gz,anti-conservative,0.38836569714142843,NA,NA,NA,NA,NA
GSE83736,GSE83736_DESeq2.Vav.WTvsKO.StimulatedInteractions.txt.gz,anti-conservative,0.6530807500956755,NA,NA,NA,NA,NA
GSE77044,GSE77044_comparison2.xls.gz,anti-conservative,0.6877254988586997,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-0,anti-conservative,0.42505685342154226,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-1,anti-conservative,0.5205246594537477,NA,NA,NA,NA,NA
GSE101142,GSE101142_Supplemental_table_1.txt.gz-set-2,anti-conservative,0.43084556543311975,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-0,anti-conservative,0.7398150891703061,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-1,anti-conservative,0.7876340584429682,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-2,anti-conservative,0.5499307257806672,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-3,anti-conservative,0.6926812929157595,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-4,anti-conservative,0.7391280075922515,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-5,anti-conservative,0.5615102625653623,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-6,anti-conservative,0.5927538659074415,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-7,anti-conservative,0.6102221342549595,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-8,anti-conservative,0.6627402817320754,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-9,anti-conservative,0.6707419192765031,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-10,anti-conservative,0.6496213178510951,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-11,anti-conservative,0.6465593804398025,NA,NA,NA,NA,NA
GSE121911,GSE121911_SFTS_Ferret_DEG.xlsx-sheet-Sheet1-set-12,anti-conservative,0.6882471628745285,NA,NA,NA,NA,NA
GSE79830,GSE79830_Sp2_Wdr70del_vs_Sp1_Wt.Differential_analysis_results.txt.gz,anti-conservative,0.8067817728729085,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_K27M_DMSO,anti-conservative,0.7781850718697686,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-H3WT_DMSO_x_H3WT_EPZ,anti-conservative,0.8364503696215329,NA,NA,NA,NA,NA
GSE85385,GSE85385_RNA-seq_Mouse_Cell_Lines.xlsx-sheet-K27M_DMSO_x_K27M_EPZ,anti-conservative,0.8283215016883358,NA,NA,NA,NA,NA
GSE58053,GSE58053_25mm-over-0mm.txt.gz,anti-conservative,0.461214010636347,NA,NA,NA,NA,NA
GSE114336,GSE114336_Merkel_Keratinocytes_DEseq_RPKM.xlsx,anti-conservative,0.49479075925990457,NA,NA,NA,NA,NA
GSE98082,GSE98082_E13_5_Tie2_Ino80_KO_DESeq2.csv.gz,anti-conservative,0.9038297718903667,NA,NA,NA,NA,NA
GSE58053,GSE58053_25mm-over-1mm.txt.gz,anti-conservative,0.5635430038510911,NA,NA,NA,NA,NA
GSE94017,GSE94017_ATO_versus_control_diff.xlsx,anti-conservative,0.7140389834690353,NA,NA,NA,NA,NA
GSE57397,GSE57397_degexp.KO-REC-REP1-RNA.vs.KO-HS-REP1-RNA.output_score.txt.gz,anti-conservative,0.4306627877288436,NA,NA,NA,NA,NA
GSE115266,GSE115266_Horvath01_DESeq2_Differential_Gene_Expression.csv.gz,anti-conservative,0.4779215225061478,NA,NA,NA,NA,NA
GSE57397,GSE57397_degexp.KO-REC-REP2-RNA.vs.KO-HS-REP2-RNA.output_score.txt.gz,anti-conservative,0.466802015189112,NA,NA,NA,NA,NA
